"","GEOID","BF_COUNT","PB_COUNT","STATE_NUM","STATE_TERR","STATE_CODE"
"5608","06037195903",NA,NA,"06","California","CA"
"5609","06037201601",NA,NA,"06","California","CA"
"5610","06037201602",NA,NA,"06","California","CA"
"5611","06037543321",NA,NA,"06","California","CA"
"5612","06073016503",NA,NA,"06","California","CA"
"5613","06007000904",NA,NA,"06","California","CA"
"5614","06007003001",NA,NA,"06","California","CA"
"5615","06007003502",NA,NA,"06","California","CA"
"5616","06007000901",NA,NA,"06","California","CA"
"5617","06007000903",2,NA,"06","California","CA"
"5618","06089010704",NA,NA,"06","California","CA"
"5619","06089010603",NA,NA,"06","California","CA"
"5620","06089010807",NA,NA,"06","California","CA"
"5621","06089011803",NA,NA,"06","California","CA"
"5622","06037141101",NA,NA,"06","California","CA"
"5623","06037143604",NA,NA,"06","California","CA"
"5624","06037190202",NA,NA,"06","California","CA"
"5625","06037207103",1,NA,"06","California","CA"
"5626","06037211704",NA,NA,"06","California","CA"
"5627","06037237102",NA,NA,"06","California","CA"
"5628","06037240401",NA,NA,"06","California","CA"
"5629","06037262704",NA,NA,"06","California","CA"
"5630","06037264102",NA,NA,"06","California","CA"
"5631","06037265202",NA,NA,"06","California","CA"
"5632","06037620305",NA,NA,"06","California","CA"
"5633","06089011402",NA,NA,"06","California","CA"
"5634","06019004216",NA,NA,"06","California","CA"
"5635","06019005804",NA,NA,"06","California","CA"
"5636","06019001411",NA,NA,"06","California","CA"
"5637","06019001412",NA,NA,"06","California","CA"
"5638","06019002904",NA,NA,"06","California","CA"
"5639","06019001409",NA,NA,"06","California","CA"
"5640","06019002905",NA,NA,"06","California","CA"
"5641","06037621004",NA,NA,"06","California","CA"
"5642","06037621104",NA,NA,"06","California","CA"
"5643","06037621204",NA,1,"06","California","CA"
"5644","06037621324",NA,NA,"06","California","CA"
"5645","06037621326",NA,NA,"06","California","CA"
"5646","06037650004",NA,NA,"06","California","CA"
"5647","06037650401",NA,1,"06","California","CA"
"5648","06037650901",NA,NA,"06","California","CA"
"5649","06037500403",NA,NA,"06","California","CA"
"5650","06037570402",NA,NA,"06","California","CA"
"5651","06037570501",NA,NA,"06","California","CA"
"5652","06037570602",NA,NA,"06","California","CA"
"5653","06037570603",1,NA,"06","California","CA"
"5654","06037570701",NA,NA,"06","California","CA"
"5655","06073016504",NA,NA,"06","California","CA"
"5656","06073007905",NA,NA,"06","California","CA"
"5657","06073007910",NA,NA,"06","California","CA"
"5658","06073014902",NA,NA,"06","California","CA"
"5659","06073000201",NA,NA,"06","California","CA"
"5660","06073002711",NA,NA,"06","California","CA"
"5661","06037503104",NA,NA,"06","California","CA"
"5662","06037552302",NA,NA,"06","California","CA"
"5663","06037553503",NA,NA,"06","California","CA"
"5664","06037571704",NA,NA,"06","California","CA"
"5665","06037573003",NA,NA,"06","California","CA"
"5666","06037920044",NA,NA,"06","California","CA"
"5667","06037920336",NA,NA,"06","California","CA"
"5668","06037990200",NA,NA,"06","California","CA"
"5669","06037570800",NA,NA,"06","California","CA"
"5670","06037570901",NA,NA,"06","California","CA"
"5671","06037570902",NA,NA,"06","California","CA"
"5672","06037571000",NA,NA,"06","California","CA"
"5673","06037571101",NA,NA,"06","California","CA"
"5674","06037651302",NA,NA,"06","California","CA"
"5675","06037670411",NA,NA,"06","California","CA"
"5676","06089012102",NA,NA,"06","California","CA"
"5677","06089010803",NA,NA,"06","California","CA"
"5678","06089011401",NA,NA,"06","California","CA"
"5679","06089011801",NA,NA,"06","California","CA"
"5680","06019004002",NA,NA,"06","California","CA"
"5681","06019003808",NA,NA,"06","California","CA"
"5682","06037262706",NA,NA,"06","California","CA"
"5683","06037980006",NA,NA,"06","California","CA"
"5684","06037604002",NA,NA,"06","California","CA"
"5685","06037701304",NA,NA,"06","California","CA"
"5686","06037101122",NA,NA,"06","California","CA"
"5687","06037104404",NA,NA,"06","California","CA"
"5688","06037104703",16,NA,"06","California","CA"
"5689","06037104704",NA,NA,"06","California","CA"
"5690","06037106405",NA,NA,"06","California","CA"
"5691","06037106407",NA,NA,"06","California","CA"
"5692","06037670413",NA,NA,"06","California","CA"
"5693","06019004801",NA,NA,"06","California","CA"
"5694","06019004902",NA,NA,"06","California","CA"
"5695","06019003301",NA,NA,"06","California","CA"
"5696","06019002906",NA,NA,"06","California","CA"
"5697","06073003304",3,NA,"06","California","CA"
"5698","06073007908",NA,NA,"06","California","CA"
"5699","06073014806",NA,NA,"06","California","CA"
"5700","06073008363",NA,NA,"06","California","CA"
"5701","06037106648",NA,NA,"06","California","CA"
"5702","06037109603",NA,NA,"06","California","CA"
"5703","06037109604",NA,NA,"06","California","CA"
"5704","06037111206",NA,NA,"06","California","CA"
"5705","06037113101",NA,NA,"06","California","CA"
"5706","06037278001",NA,NA,"06","California","CA"
"5707","06037104403",NA,NA,"06","California","CA"
"5708","06037108201",NA,NA,"06","California","CA"
"5709","06037501803",NA,NA,"06","California","CA"
"5710","06037501804",NA,1,"06","California","CA"
"5711","06073008364",NA,NA,"06","California","CA"
"5712","06089011702",NA,NA,"06","California","CA"
"5713","06089012101",NA,NA,"06","California","CA"
"5714","06089011209",NA,NA,"06","California","CA"
"5715","06037502003",NA,NA,"06","California","CA"
"5716","06037502004",NA,NA,"06","California","CA"
"5717","06037502005",NA,NA,"06","California","CA"
"5718","06037404201",NA,NA,"06","California","CA"
"5719","06037404202",NA,NA,"06","California","CA"
"5720","06037404504",NA,NA,"06","California","CA"
"5721","06037405301",NA,NA,"06","California","CA"
"5722","06037405302",NA,NA,"06","California","CA"
"5723","06037405701",NA,NA,"06","California","CA"
"5724","06019005204",NA,NA,"06","California","CA"
"5725","06019004802",NA,NA,"06","California","CA"
"5726","06019003702",NA,NA,"06","California","CA"
"5727","06019003807",NA,NA,"06","California","CA"
"5728","06019003809",NA,NA,"06","California","CA"
"5729","06019003810",NA,NA,"06","California","CA"
"5730","06073008366",NA,NA,"06","California","CA"
"5731","06073009511",NA,NA,"06","California","CA"
"5732","06037405702",NA,NA,"06","California","CA"
"5733","06037117101",1,NA,"06","California","CA"
"5734","06037117201",NA,NA,"06","California","CA"
"5735","06037117407",NA,NA,"06","California","CA"
"5736","06037117408",NA,NA,"06","California","CA"
"5737","06037119342",NA,NA,"06","California","CA"
"5738","06037120103",NA,NA,"06","California","CA"
"5739","06037920337",NA,NA,"06","California","CA"
"5740","06037700102",1,NA,"06","California","CA"
"5741","06037920118",NA,NA,"06","California","CA"
"5742","06037402406",NA,NA,"06","California","CA"
"5743","06047000301",NA,NA,"06","California","CA"
"5744","06077005129",NA,NA,"06","California","CA"
"5745","06077005307",NA,NA,"06","California","CA"
"5746","06077002201",3,NA,"06","California","CA"
"5747","06077002202",NA,NA,"06","California","CA"
"5748","06077003410",NA,NA,"06","California","CA"
"5749","06037408004",NA,NA,"06","California","CA"
"5750","06037408006",1,NA,"06","California","CA"
"5751","06037430003",NA,NA,"06","California","CA"
"5752","06037430301",NA,NA,"06","California","CA"
"5753","06037800203",NA,NA,"06","California","CA"
"5754","06037274202",NA,NA,"06","California","CA"
"5755","06047000505",NA,NA,"06","California","CA"
"5756","06047001002",NA,NA,"06","California","CA"
"5757","06047000901",NA,2,"06","California","CA"
"5758","06047000503",NA,2,"06","California","CA"
"5759","06047000303",NA,NA,"06","California","CA"
"5760","06047001502",NA,NA,"06","California","CA"
"5761","06077003407",NA,NA,"06","California","CA"
"5762","06071000826",NA,NA,"06","California","CA"
"5763","06071000824",NA,NA,"06","California","CA"
"5764","06071000818",NA,NA,"06","California","CA"
"5765","06071000904",NA,NA,"06","California","CA"
"5766","06071001104",NA,NA,"06","California","CA"
"5767","06071000823",NA,NA,"06","California","CA"
"5768","06037113102",NA,NA,"06","California","CA"
"5769","06037115404",NA,NA,"06","California","CA"
"5770","06037117202",NA,NA,"06","California","CA"
"5771","06037119001",NA,NA,"06","California","CA"
"5772","06037119002",NA,NA,"06","California","CA"
"5773","06037119202",NA,NA,"06","California","CA"
"5774","06037121801",NA,NA,"06","California","CA"
"5775","06037121802",NA,NA,"06","California","CA"
"5776","06037123901",NA,NA,"06","California","CA"
"5777","06037125402",NA,NA,"06","California","CA"
"5778","06037480304",NA,NA,"06","California","CA"
"5779","06037533002",NA,NA,"06","California","CA"
"5780","06037536103",NA,NA,"06","California","CA"
"5781","06037543322",NA,NA,"06","California","CA"
"5782","06037543400",NA,NA,"06","California","CA"
"5783","06037543501",NA,NA,"06","California","CA"
"5784","06037543502",1,NA,"06","California","CA"
"5785","06047002202",NA,NA,"06","California","CA"
"5786","06071004507",NA,NA,"06","California","CA"
"5787","06071004509",NA,NA,"06","California","CA"
"5788","06071000503",NA,NA,"06","California","CA"
"5789","06071007110",NA,NA,"06","California","CA"
"5790","06067007426",NA,NA,"06","California","CA"
"5791","06067007427",NA,NA,"06","California","CA"
"5792","06067007429",NA,NA,"06","California","CA"
"5793","06037502801",NA,NA,"06","California","CA"
"5794","06037503103",NA,NA,"06","California","CA"
"5795","06037503105",NA,NA,"06","California","CA"
"5796","06037503106",NA,NA,"06","California","CA"
"5797","06037301801",NA,NA,"06","California","CA"
"5798","06037301802",NA,NA,"06","California","CA"
"5799","06037302004",NA,NA,"06","California","CA"
"5800","06037302401",NA,NA,"06","California","CA"
"5801","06037302503",NA,NA,"06","California","CA"
"5802","06037302504",NA,NA,"06","California","CA"
"5803","06037120104",NA,NA,"06","California","CA"
"5804","06037120107",NA,NA,"06","California","CA"
"5805","06037120108",NA,NA,"06","California","CA"
"5806","06047002301",NA,NA,"06","California","CA"
"5807","06047001901",NA,NA,"06","California","CA"
"5808","06047002000",1,NA,"06","California","CA"
"5809","06047001902",NA,NA,"06","California","CA"
"5810","06047000601",NA,NA,"06","California","CA"
"5811","06047001503",NA,NA,"06","California","CA"
"5812","06047000304",1,NA,"06","California","CA"
"5813","06067007430",NA,NA,"06","California","CA"
"5814","06067007431",NA,NA,"06","California","CA"
"5815","06067007432",NA,NA,"06","California","CA"
"5816","06067007433",NA,NA,"06","California","CA"
"5817","06033000300",NA,1,"06","California","CA"
"5818","06033000801",NA,NA,"06","California","CA"
"5819","06115040301",NA,NA,"06","California","CA"
"5820","06037121101",NA,NA,"06","California","CA"
"5821","06037121221",NA,NA,"06","California","CA"
"5822","06037121222",2,NA,"06","California","CA"
"5823","06037124103",NA,NA,"06","California","CA"
"5824","06037124105",NA,NA,"06","California","CA"
"5825","06037124203",NA,NA,"06","California","CA"
"5826","06037124903",NA,NA,"06","California","CA"
"5827","06037127604",NA,NA,"06","California","CA"
"5828","06037127606",NA,NA,"06","California","CA"
"5829","06037127712",NA,NA,"06","California","CA"
"5830","06037131701",NA,NA,"06","California","CA"
"5831","06037134521",NA,NA,"06","California","CA"
"5832","06037135113",NA,NA,"06","California","CA"
"5833","06037135114",NA,NA,"06","California","CA"
"5834","06037137103",NA,NA,"06","California","CA"
"5835","06037408136",NA,NA,"06","California","CA"
"5836","06037571300",NA,NA,"06","California","CA"
"5837","06037571400",NA,NA,"06","California","CA"
"5838","06037571502",NA,NA,"06","California","CA"
"5839","06037571600",NA,NA,"06","California","CA"
"5840","06037571701",NA,NA,"06","California","CA"
"5841","06037571800",NA,NA,"06","California","CA"
"5842","06071001002",NA,NA,"06","California","CA"
"5843","06071000208",NA,NA,"06","California","CA"
"5844","06071000205",NA,NA,"06","California","CA"
"5845","06071001001",NA,NA,"06","California","CA"
"5846","06071000207",NA,NA,"06","California","CA"
"5847","06071001504",NA,NA,"06","California","CA"
"5848","06037408138",NA,NA,"06","California","CA"
"5849","06037408139",NA,NA,"06","California","CA"
"5850","06037408630",NA,NA,"06","California","CA"
"5851","06037408723",NA,NA,"06","California","CA"
"5852","06037408724",NA,NA,"06","California","CA"
"5853","06037430902",NA,NA,"06","California","CA"
"5854","06037980020",NA,NA,"06","California","CA"
"5855","06075020402",NA,NA,"06","California","CA"
"5856","06075061500",2,NA,"06","California","CA"
"5857","06037571900",NA,NA,"06","California","CA"
"5858","06037572001",NA,NA,"06","California","CA"
"5859","06037670001",NA,NA,"06","California","CA"
"5860","06037670002",NA,NA,"06","California","CA"
"5861","06037670003",NA,NA,"06","California","CA"
"5862","06037670100",NA,NA,"06","California","CA"
"5863","06037670201",NA,NA,"06","California","CA"
"5864","06047002302",NA,NA,"06","California","CA"
"5865","06029004401",NA,NA,"06","California","CA"
"5866","06071007109",NA,NA,"06","California","CA"
"5867","06071006204",NA,NA,"06","California","CA"
"5868","06071006203",NA,NA,"06","California","CA"
"5869","06071006601",NA,NA,"06","California","CA"
"5870","06067008505",NA,NA,"06","California","CA"
"5871","06067008507",NA,NA,"06","California","CA"
"5872","06075061400",NA,NA,"06","California","CA"
"5873","06075980900",NA,NA,"06","California","CA"
"5874","06013336202",NA,NA,"06","California","CA"
"5875","06013324001",NA,NA,"06","California","CA"
"5876","06037542104",NA,NA,"06","California","CA"
"5877","06037433102",NA,NA,"06","California","CA"
"5878","06037552301",NA,1,"06","California","CA"
"5879","06037554103",NA,NA,"06","California","CA"
"5880","06067008704",NA,NA,"06","California","CA"
"5881","06067008801",NA,NA,"06","California","CA"
"5882","06067009010",3,NA,"06","California","CA"
"5883","06067009324",NA,NA,"06","California","CA"
"5884","06067009329",NA,NA,"06","California","CA"
"5885","06067009331",NA,NA,"06","California","CA"
"5886","06037573004",NA,NA,"06","California","CA"
"5887","06037576904",NA,NA,"06","California","CA"
"5888","06037910812",NA,NA,"06","California","CA"
"5889","06037206032",2,NA,"06","California","CA"
"5890","06037208302",2,NA,"06","California","CA"
"5891","06037208401",NA,NA,"06","California","CA"
"5892","06037208402",NA,NA,"06","California","CA"
"5893","06037208502",NA,NA,"06","California","CA"
"5894","06037208801",NA,NA,"06","California","CA"
"5895","06037209103",NA,NA,"06","California","CA"
"5896","06037209104",NA,NA,"06","California","CA"
"5897","06037310201",NA,NA,"06","California","CA"
"5898","06037310202",NA,NA,"06","California","CA"
"5899","06037310501",NA,NA,"06","California","CA"
"5900","06037310601",NA,NA,"06","California","CA"
"5901","06037533803",NA,NA,"06","California","CA"
"5902","06037533804",NA,NA,"06","California","CA"
"5903","06037533901",NA,NA,"06","California","CA"
"5904","06115040302",NA,NA,"06","California","CA"
"5905","06011000200",NA,1,"06","California","CA"
"5906","06011000500",NA,NA,"06","California","CA"
"5907","06011000100",NA,NA,"06","California","CA"
"5908","06011000300",1,NA,"06","California","CA"
"5909","06011000400",NA,1,"06","California","CA"
"5910","06037310602",NA,NA,"06","California","CA"
"5911","06037320201",NA,NA,"06","California","CA"
"5912","06037320202",NA,NA,"06","California","CA"
"5913","06037120105",NA,NA,"06","California","CA"
"5914","06037139401",NA,NA,"06","California","CA"
"5915","06037543905",NA,NA,"06","California","CA"
"5916","06037544001",NA,NA,"06","California","CA"
"5917","06037544002",1,NA,"06","California","CA"
"5918","06037550201",NA,NA,"06","California","CA"
"5919","06037533902",NA,NA,"06","California","CA"
"5920","06037534001",NA,NA,"06","California","CA"
"5921","06115040303",NA,NA,"06","California","CA"
"5922","06067007018",NA,NA,"06","California","CA"
"5923","06067009201",NA,NA,"06","California","CA"
"5924","06067009638",NA,1,"06","California","CA"
"5925","06067007106",NA,NA,"06","California","CA"
"5926","06067008703",NA,NA,"06","California","CA"
"5927","06067005509",NA,NA,"06","California","CA"
"5928","06067008508",NA,NA,"06","California","CA"
"5929","06067009328",NA,NA,"06","California","CA"
"5930","06067003204",NA,NA,"06","California","CA"
"5931","06067009332",NA,NA,"06","California","CA"
"5932","06067009634",NA,NA,"06","California","CA"
"5933","06101050702",NA,1,"06","California","CA"
"5934","06101050403",NA,NA,"06","California","CA"
"5935","06037550202",NA,NA,"06","California","CA"
"5936","06037550601",NA,NA,"06","California","CA"
"5937","06037550602",NA,NA,"06","California","CA"
"5938","06037550901",NA,1,"06","California","CA"
"5939","06037980022",NA,NA,"06","California","CA"
"5940","06037980024",NA,NA,"06","California","CA"
"5941","06037980025",NA,NA,"06","California","CA"
"5942","06019000300",2,NA,"06","California","CA"
"5943","06071001312",NA,NA,"06","California","CA"
"5944","06071002206",NA,NA,"06","California","CA"
"5945","06071000604",NA,NA,"06","California","CA"
"5946","06071000501",NA,NA,"06","California","CA"
"5947","06071007306",NA,NA,"06","California","CA"
"5948","06037980026",NA,1,"06","California","CA"
"5949","06013355115",NA,NA,"06","California","CA"
"5950","06013351102",NA,NA,"06","California","CA"
"5951","06013351103",NA,NA,"06","California","CA"
"5952","06013351101",NA,NA,"06","California","CA"
"5953","06037211201",NA,NA,"06","California","CA"
"5954","06037212502",NA,NA,"06","California","CA"
"5955","06037212702",NA,NA,"06","California","CA"
"5956","06037543503",NA,NA,"06","California","CA"
"5957","06037543601",NA,NA,"06","California","CA"
"5958","06071007604",NA,NA,"06","California","CA"
"5959","06071007410",NA,NA,"06","California","CA"
"5960","06071007409",NA,NA,"06","California","CA"
"5961","06065042618",NA,NA,"06","California","CA"
"5962","06065043240",NA,NA,"06","California","CA"
"5963","06037214501",NA,NA,"06","California","CA"
"5964","06037215101",NA,NA,"06","California","CA"
"5965","06037216401",NA,NA,"06","California","CA"
"5966","06037216402",NA,NA,"06","California","CA"
"5967","06037217001",NA,NA,"06","California","CA"
"5968","06037218701",NA,NA,"06","California","CA"
"5969","06037218702",NA,NA,"06","California","CA"
"5970","06037219902",NA,NA,"06","California","CA"
"5971","06037221304",NA,NA,"06","California","CA"
"5972","06037221401",NA,NA,"06","California","CA"
"5973","06037122122",NA,NA,"06","California","CA"
"5974","06037127805",NA,NA,"06","California","CA"
"5975","06037183103",NA,NA,"06","California","CA"
"5976","06037183104",NA,NA,"06","California","CA"
"5977","06037543602",NA,NA,"06","California","CA"
"5978","06037543603",NA,NA,"06","California","CA"
"5979","06037543604",NA,NA,"06","California","CA"
"5980","06037543703",NA,NA,"06","California","CA"
"5981","06037543801",NA,NA,"06","California","CA"
"5982","06065043262",NA,NA,"06","California","CA"
"5983","06065040101",NA,NA,"06","California","CA"
"5984","06025012002",NA,NA,"06","California","CA"
"5985","06037186301",NA,NA,"06","California","CA"
"5986","06037206031",7,NA,"06","California","CA"
"5987","06037531503",NA,NA,"06","California","CA"
"5988","06037531504",NA,NA,"06","California","CA"
"5989","06037550902",NA,NA,"06","California","CA"
"5990","06037551101",NA,NA,"06","California","CA"
"5991","06037551102",NA,NA,"06","California","CA"
"5992","06037551402",NA,NA,"06","California","CA"
"5993","06037551501",NA,1,"06","California","CA"
"5994","06071000403",NA,NA,"06","California","CA"
"5995","06071000815",NA,NA,"06","California","CA"
"5996","06071000817",NA,NA,"06","California","CA"
"5997","06037551502",NA,NA,"06","California","CA"
"5998","06037552001",NA,NA,"06","California","CA"
"5999","06037552002",NA,NA,"06","California","CA"
"6000","06013365003",NA,NA,"06","California","CA"
"6001","06013339001",NA,NA,"06","California","CA"
"6002","06013345111",NA,NA,"06","California","CA"
"6003","06013345114",NA,NA,"06","California","CA"
"6004","06013345116",NA,NA,"06","California","CA"
"6005","06037572201",NA,NA,"06","California","CA"
"6006","06037572202",NA,NA,"06","California","CA"
"6007","06037572301",NA,NA,"06","California","CA"
"6008","06037572302",NA,NA,"06","California","CA"
"6009","06037572600",NA,NA,"06","California","CA"
"6010","06037572700",NA,NA,"06","California","CA"
"6011","06037572800",NA,NA,"06","California","CA"
"6012","06037572900",NA,NA,"06","California","CA"
"6013","06037573100",NA,NA,"06","California","CA"
"6014","06037573201",NA,NA,"06","California","CA"
"6015","06037573300",NA,NA,"06","California","CA"
"6016","06037670202",NA,NA,"06","California","CA"
"6017","06071000606",NA,NA,"06","California","CA"
"6018","06071000813",NA,NA,"06","California","CA"
"6019","06071000603",NA,NA,"06","California","CA"
"6020","06071007903",NA,NA,"06","California","CA"
"6021","06071008710",NA,NA,"06","California","CA"
"6022","06013359105",NA,NA,"06","California","CA"
"6023","06037980010",1,NA,"06","California","CA"
"6024","06037980013",NA,NA,"06","California","CA"
"6025","06037980014",NA,NA,"06","California","CA"
"6026","06037222002",NA,NA,"06","California","CA"
"6027","06037226001",NA,NA,"06","California","CA"
"6028","06037226002",2,NA,"06","California","CA"
"6029","06037221402",NA,NA,"06","California","CA"
"6030","06037400207",NA,NA,"06","California","CA"
"6031","06037670403",NA,NA,"06","California","CA"
"6032","06037670405",NA,NA,"06","California","CA"
"6033","06037670406",NA,NA,"06","California","CA"
"6034","06037670407",NA,NA,"06","California","CA"
"6035","06071008709",NA,NA,"06","California","CA"
"6036","06071009905",NA,NA,"06","California","CA"
"6037","06037402001",NA,NA,"06","California","CA"
"6038","06037402002",NA,NA,"06","California","CA"
"6039","06037402303",NA,NA,"06","California","CA"
"6040","06037207101",NA,NA,"06","California","CA"
"6041","06037207102",1,NA,"06","California","CA"
"6042","06037207301",NA,NA,"06","California","CA"
"6043","06037207502",NA,NA,"06","California","CA"
"6044","06037211703",NA,NA,"06","California","CA"
"6045","06037212701",NA,NA,"06","California","CA"
"6046","06009000503",NA,NA,"06","California","CA"
"6047","06037533806",NA,NA,"06","California","CA"
"6048","06037535002",NA,NA,"06","California","CA"
"6049","06099002401",NA,NA,"06","California","CA"
"6050","06099003606",NA,NA,"06","California","CA"
"6051","06099003804",NA,NA,"06","California","CA"
"6052","06037651304",NA,NA,"06","California","CA"
"6053","06037651402",NA,NA,"06","California","CA"
"6054","06037670326",NA,NA,"06","California","CA"
"6055","06037670328",NA,NA,"06","California","CA"
"6056","06037670416",NA,NA,"06","California","CA"
"6057","06037534002",NA,NA,"06","California","CA"
"6058","06037534101",NA,NA,"06","California","CA"
"6059","06037534202",NA,NA,"06","California","CA"
"6060","06071002014",NA,NA,"06","California","CA"
"6061","06071000819",NA,NA,"06","California","CA"
"6062","06071000820",NA,NA,"06","California","CA"
"6063","06071000203",NA,NA,"06","California","CA"
"6064","06049000300",NA,1,"06","California","CA"
"6065","06049000200",NA,NA,"06","California","CA"
"6066","06049000100",1,1,"06","California","CA"
"6067","06049000400",NA,NA,"06","California","CA"
"6068","06071001707",NA,NA,"06","California","CA"
"6069","06071001706",NA,NA,"06","California","CA"
"6070","06071002011",NA,NA,"06","California","CA"
"6071","06071000814",NA,NA,"06","California","CA"
"6072","06071000816",NA,NA,"06","California","CA"
"6073","06037543802",NA,NA,"06","California","CA"
"6074","06109985202",NA,1,"06","California","CA"
"6075","06071009904",NA,1,"06","California","CA"
"6076","06071009906",NA,NA,"06","California","CA"
"6077","06071009911",NA,NA,"06","California","CA"
"6078","06071009910",NA,NA,"06","California","CA"
"6079","06099003605",NA,NA,"06","California","CA"
"6080","06065040405",NA,NA,"06","California","CA"
"6081","06065042012",NA,NA,"06","California","CA"
"6082","06071004004",NA,NA,"06","California","CA"
"6083","06071000901",NA,NA,"06","California","CA"
"6084","06071002016",NA,NA,"06","California","CA"
"6085","06071002027",NA,NA,"06","California","CA"
"6086","06071002103",NA,NA,"06","California","CA"
"6087","06071002036",NA,NA,"06","California","CA"
"6088","06071009908",NA,NA,"06","California","CA"
"6089","06071010025",NA,NA,"06","California","CA"
"6090","06071009912",NA,NA,"06","California","CA"
"6091","06071010423",NA,NA,"06","California","CA"
"6092","06071001311",NA,NA,"06","California","CA"
"6093","06071011204",NA,NA,"06","California","CA"
"6094","06037573401",3,NA,"06","California","CA"
"6095","06037573402",9,1,"06","California","CA"
"6096","06037573403",NA,NA,"06","California","CA"
"6097","06037573700",NA,NA,"06","California","CA"
"6098","06037621301",NA,NA,"06","California","CA"
"6099","06037621400",NA,NA,"06","California","CA"
"6100","06037650001",NA,NA,"06","California","CA"
"6101","06037650101",1,NA,"06","California","CA"
"6102","06037650102",NA,NA,"06","California","CA"
"6103","06037650200",NA,NA,"06","California","CA"
"6104","06071002110",NA,NA,"06","California","CA"
"6105","06071002109",NA,NA,"06","California","CA"
"6106","06071002028",NA,NA,"06","California","CA"
"6107","06071001308",NA,NA,"06","California","CA"
"6108","06071001309",NA,NA,"06","California","CA"
"6109","06071008601",NA,NA,"06","California","CA"
"6110","06071007603",NA,NA,"06","California","CA"
"6111","06071002801",NA,NA,"06","California","CA"
"6112","06071000903",NA,NA,"06","California","CA"
"6113","06071001901",NA,NA,"06","California","CA"
"6114","06001438204",NA,NA,"06","California","CA"
"6115","06001440336",NA,NA,"06","California","CA"
"6116","06037534301",NA,NA,"06","California","CA"
"6117","06037534302",NA,NA,"06","California","CA"
"6118","06037534203",NA,NA,"06","California","CA"
"6119","06037534404",NA,NA,"06","California","CA"
"6120","06037534405",NA,NA,"06","California","CA"
"6121","06001441926",NA,NA,"06","California","CA"
"6122","06001442301",NA,NA,"06","California","CA"
"6123","06001442601",NA,NA,"06","California","CA"
"6124","06071001305",NA,NA,"06","California","CA"
"6125","06071001310",NA,NA,"06","California","CA"
"6126","06071001103",NA,NA,"06","California","CA"
"6127","06071001307",NA,NA,"06","California","CA"
"6128","06071001813",NA,NA,"06","California","CA"
"6129","06001443104",NA,NA,"06","California","CA"
"6130","06001444601",NA,NA,"06","California","CA"
"6131","06037541605",1,NA,"06","California","CA"
"6132","06037541801",NA,NA,"06","California","CA"
"6133","06071000605",NA,NA,"06","California","CA"
"6134","06071001704",NA,NA,"06","California","CA"
"6135","06071001810",NA,NA,"06","California","CA"
"6136","06071002013",NA,NA,"06","California","CA"
"6137","06071002101",NA,NA,"06","California","CA"
"6138","06071001101",NA,NA,"06","California","CA"
"6139","06071001804",NA,NA,"06","California","CA"
"6140","06001450746",NA,NA,"06","California","CA"
"6141","06001451505",NA,NA,"06","California","CA"
"6142","06001983200",NA,NA,"06","California","CA"
"6143","06037541802",NA,NA,"06","California","CA"
"6144","06037542000",NA,NA,"06","California","CA"
"6145","06001451506",NA,NA,"06","California","CA"
"6146","06001451704",NA,NA,"06","California","CA"
"6147","06071001809",NA,1,"06","California","CA"
"6148","06071001905",NA,NA,"06","California","CA"
"6149","06071002033",NA,NA,"06","California","CA"
"6150","06071002023",NA,NA,"06","California","CA"
"6151","06071002018",NA,NA,"06","California","CA"
"6152","06071001806",NA,NA,"06","California","CA"
"6153","06001405902",NA,NA,"06","California","CA"
"6154","06001410500",NA,NA,"06","California","CA"
"6155","06001425104",12,NA,"06","California","CA"
"6156","06001433104",NA,NA,"06","California","CA"
"6157","06071001808",NA,NA,"06","California","CA"
"6158","06071001812",NA,NA,"06","California","CA"
"6159","06071002015",NA,NA,"06","California","CA"
"6160","06071002029",NA,NA,"06","California","CA"
"6161","06071002025",NA,NA,"06","California","CA"
"6162","06067009408",NA,NA,"06","California","CA"
"6163","06067009630",NA,NA,"06","California","CA"
"6164","06001440333",NA,NA,"06","California","CA"
"6165","06037573800",NA,NA,"06","California","CA"
"6166","06037573902",NA,NA,"06","California","CA"
"6167","06037574000",NA,NA,"06","California","CA"
"6168","06037574100",NA,NA,"06","California","CA"
"6169","06067009632",NA,NA,"06","California","CA"
"6170","06067009633",NA,NA,"06","California","CA"
"6171","06067009635",NA,NA,"06","California","CA"
"6172","06067009636",NA,NA,"06","California","CA"
"6173","06071002019",NA,NA,"06","California","CA"
"6174","06001441524",NA,NA,"06","California","CA"
"6175","06001442602",NA,NA,"06","California","CA"
"6176","06001443322",NA,NA,"06","California","CA"
"6177","06037574201",NA,NA,"06","California","CA"
"6178","06037574202",NA,NA,"06","California","CA"
"6179","06037574300",NA,NA,"06","California","CA"
"6180","06037650300",NA,NA,"06","California","CA"
"6181","06037650501",NA,NA,"06","California","CA"
"6182","06037650502",NA,NA,"06","California","CA"
"6183","06037650602",NA,NA,"06","California","CA"
"6184","06037650603",NA,NA,"06","California","CA"
"6185","06037650701",NA,NA,"06","California","CA"
"6186","06071002107",NA,NA,"06","California","CA"
"6187","06071002038",NA,NA,"06","California","CA"
"6188","06071002305",NA,NA,"06","California","CA"
"6189","06071002304",NA,NA,"06","California","CA"
"6190","06071002035",NA,NA,"06","California","CA"
