"GEOID","BF_COUNT","PB_COUNT","STATE_NUM","STATE_TERR","STATE_CODE"
"38055960800",2,1,"38","North Dakota","ND"
"38057961600",2,NA,"38","North Dakota","ND"
"38059020100",1,1,"38","North Dakota","ND"
"38061940400",1,NA,"38","North Dakota","ND"
"38063959000",2,NA,"38","North Dakota","ND"
"38067950100",2,NA,"38","North Dakota","ND"
"38067950200",5,NA,"38","North Dakota","ND"
"38067950300",1,1,"38","North Dakota","ND"
"38067950400",1,NA,"38","North Dakota","ND"
"38069956200",1,NA,"38","North Dakota","ND"
"38073969100",1,NA,"38","North Dakota","ND"
"38077971000",3,1,"38","North Dakota","ND"
"38077971100",1,NA,"38","North Dakota","ND"
"38077971400",3,NA,"38","North Dakota","ND"
"38079941800",19,NA,"38","North Dakota","ND"
"38079951600",1,1,"38","North Dakota","ND"
"38079951700",5,NA,"38","North Dakota","ND"
"38081974200",3,NA,"38","North Dakota","ND"
"38083960200",4,NA,"38","North Dakota","ND"
"38085940800",3,NA,"38","North Dakota","ND"
"38085940900",10,NA,"38","North Dakota","ND"
"38089963700",1,NA,"38","North Dakota","ND"
"38089964000",1,NA,"38","North Dakota","ND"
"38095951500",1,NA,"38","North Dakota","ND"
"38099958000",3,NA,"38","North Dakota","ND"
"38099958200",1,NA,"38","North Dakota","ND"
"38101010100",9,1,"38","North Dakota","ND"
"38101010200",3,NA,"38","North Dakota","ND"
"38101010400",1,NA,"38","North Dakota","ND"
"38101010700",11,NA,"38","North Dakota","ND"
"38101011300",1,NA,"38","North Dakota","ND"
"38103959800",2,NA,"38","North Dakota","ND"
"38103960000",3,NA,"38","North Dakota","ND"
"38105953400",1,NA,"38","North Dakota","ND"
"38105954100",1,1,"38","North Dakota","ND"
"39003010600",1,NA,"39","Ohio","OH"
"39003011800",1,1,"39","Ohio","OH"
"39003013400",1,NA,"39","Ohio","OH"
"39005970400",2,NA,"39","Ohio","OH"
"39005970800",1,1,"39","Ohio","OH"
"39007000102",1,NA,"39","Ohio","OH"
"39007000103",1,NA,"39","Ohio","OH"
"39007000300",3,1,"39","Ohio","OH"
"39007000400",4,NA,"39","Ohio","OH"
"39007000601",1,NA,"39","Ohio","OH"
"39007000701",4,NA,"39","Ohio","OH"
"39007000703",3,NA,"39","Ohio","OH"
"39007000704",3,NA,"39","Ohio","OH"
"39007000802",5,NA,"39","Ohio","OH"
"39007000900",2,NA,"39","Ohio","OH"
"39007001001",2,NA,"39","Ohio","OH"
"39007001002",1,NA,"39","Ohio","OH"
"39007001200",1,NA,"39","Ohio","OH"
"39007001302",1,NA,"39","Ohio","OH"
"39009972900",2,NA,"39","Ohio","OH"
"39009973000",2,NA,"39","Ohio","OH"
"39009973101",1,1,"39","Ohio","OH"
"39009973200",1,NA,"39","Ohio","OH"
"39009973300",1,NA,"39","Ohio","OH"
"39009973902",2,NA,"39","Ohio","OH"
"39011041000",1,NA,"39","Ohio","OH"
"39013011500",1,NA,"39","Ohio","OH"
"39013011900",1,NA,"39","Ohio","OH"
"39015951700",1,NA,"39","Ohio","OH"
"39017000200",1,NA,"39","Ohio","OH"
"39017000300",2,1,"39","Ohio","OH"
"39017000400",3,1,"39","Ohio","OH"
"39017010600",1,NA,"39","Ohio","OH"
"39017012200",1,NA,"39","Ohio","OH"
"39017013000",1,NA,"39","Ohio","OH"
"39017013100",1,NA,"39","Ohio","OH"
"39017013500",2,NA,"39","Ohio","OH"
"39017013600",1,NA,"39","Ohio","OH"
"39017014400",9,1,"39","Ohio","OH"
"39017014600",2,1,"39","Ohio","OH"
"39021010400",2,NA,"39","Ohio","OH"
"39023000500",1,NA,"39","Ohio","OH"
"39023000700",1,NA,"39","Ohio","OH"
"39023000901",4,NA,"39","Ohio","OH"
"39023001200",1,NA,"39","Ohio","OH"
"39023001300",1,NA,"39","Ohio","OH"
"39023003400",5,2,"39","Ohio","OH"
"39027964500",1,NA,"39","Ohio","OH"
"39027964600",2,NA,"39","Ohio","OH"
"39027964700",3,1,"39","Ohio","OH"
"39027964800",2,NA,"39","Ohio","OH"
"39029950200",1,NA,"39","Ohio","OH"
"39029950500",5,NA,"39","Ohio","OH"
"39029950600",7,NA,"39","Ohio","OH"
"39029950700",3,NA,"39","Ohio","OH"
"39029951200",1,NA,"39","Ohio","OH"
"39029951800",3,NA,"39","Ohio","OH"
"39029952400",1,NA,"39","Ohio","OH"
"39031960900",1,NA,"39","Ohio","OH"
"39031961100",2,NA,"39","Ohio","OH"
"39031961300",2,1,"39","Ohio","OH"
"39031961400",1,NA,"39","Ohio","OH"
"39033974400",3,1,"39","Ohio","OH"
"39033974500",4,NA,"39","Ohio","OH"
"39033974900",2,NA,"39","Ohio","OH"
"39033975000",2,NA,"39","Ohio","OH"
"39033975300",1,NA,"39","Ohio","OH"
"39035101200",3,NA,"39","Ohio","OH"
"39035101603",2,NA,"39","Ohio","OH"
"39035101700",3,NA,"39","Ohio","OH"
"39035101800",3,NA,"39","Ohio","OH"
"39035102102",1,NA,"39","Ohio","OH"
"39035102700",4,NA,"39","Ohio","OH"
"39035103100",5,NA,"39","Ohio","OH"
"39035103400",1,NA,"39","Ohio","OH"
"39035103602",3,NA,"39","Ohio","OH"
"39035103900",2,NA,"39","Ohio","OH"
"39035104200",1,NA,"39","Ohio","OH"
"39035104300",1,NA,"39","Ohio","OH"
"39035104800",1,NA,"39","Ohio","OH"
"39035105602",3,NA,"39","Ohio","OH"
"39035105700",2,NA,"39","Ohio","OH"
"39035106600",1,NA,"39","Ohio","OH"
"39035107000",3,NA,"39","Ohio","OH"
"39035107101",6,2,"39","Ohio","OH"
"39035107701",3,NA,"39","Ohio","OH"
"39035107802",2,NA,"39","Ohio","OH"
"39035108201",4,NA,"39","Ohio","OH"
"39035108301",1,NA,"39","Ohio","OH"
"39035108400",1,NA,"39","Ohio","OH"
"39035108701",2,NA,"39","Ohio","OH"
"39035109701",1,2,"39","Ohio","OH"
"39035109801",1,NA,"39","Ohio","OH"
"39035110801",1,NA,"39","Ohio","OH"
"39035110901",2,NA,"39","Ohio","OH"
"39035111202",6,NA,"39","Ohio","OH"
"39035111500",1,NA,"39","Ohio","OH"
"39035112301",6,NA,"39","Ohio","OH"
"39035112800",1,NA,"39","Ohio","OH"
"39035113101",17,NA,"39","Ohio","OH"
"39035113600",2,1,"39","Ohio","OH"
"39035113801",5,NA,"39","Ohio","OH"
"39035114100",2,NA,"39","Ohio","OH"
"39035114300",1,NA,"39","Ohio","OH"
"39035114501",9,NA,"39","Ohio","OH"
"39035114600",1,NA,"39","Ohio","OH"
"39035115300",3,NA,"39","Ohio","OH"
"39035115800",1,NA,"39","Ohio","OH"
"39035116200",3,NA,"39","Ohio","OH"
"39035116700",2,NA,"39","Ohio","OH"
"39035117101",1,NA,"39","Ohio","OH"
"39035117202",1,NA,"39","Ohio","OH"
"39035117500",3,NA,"39","Ohio","OH"
"39035117800",3,NA,"39","Ohio","OH"
"39035117900",1,NA,"39","Ohio","OH"
"39035118301",3,NA,"39","Ohio","OH"
"39035118900",1,NA,"39","Ohio","OH"
"39035119100",2,NA,"39","Ohio","OH"
"39035119300",2,NA,"39","Ohio","OH"
"39035119402",1,NA,"39","Ohio","OH"
"39035119600",2,NA,"39","Ohio","OH"
"39035119800",1,NA,"39","Ohio","OH"
"39035119900",1,NA,"39","Ohio","OH"
"39035120701",1,NA,"39","Ohio","OH"
"39035121300",2,NA,"39","Ohio","OH"
"39035121403",3,NA,"39","Ohio","OH"
"39035123501",3,NA,"39","Ohio","OH"
"39035123900",1,NA,"39","Ohio","OH"
"39035124500",1,NA,"39","Ohio","OH"
"39035133104",2,NA,"39","Ohio","OH"
"39035134100",1,NA,"39","Ohio","OH"
"39035136102",1,NA,"39","Ohio","OH"
"39035137101",1,NA,"39","Ohio","OH"
"39035140400",1,NA,"39","Ohio","OH"
"39035140701",1,NA,"39","Ohio","OH"
"39035140702",1,NA,"39","Ohio","OH"
"39035141602",3,NA,"39","Ohio","OH"
"39035150100",1,NA,"39","Ohio","OH"
"39035151100",4,NA,"39","Ohio","OH"
"39035151400",1,1,"39","Ohio","OH"
"39035151500",1,NA,"39","Ohio","OH"
"39035151700",1,NA,"39","Ohio","OH"
"39035152201",1,NA,"39","Ohio","OH"
"39035152202",1,NA,"39","Ohio","OH"
"39035154501",1,NA,"39","Ohio","OH"
"39035154604",1,NA,"39","Ohio","OH"
"39035160200",1,NA,"39","Ohio","OH"
"39035171104",1,NA,"39","Ohio","OH"
"39035173103",1,NA,"39","Ohio","OH"
"39035175103",1,NA,"39","Ohio","OH"
"39035175202",1,NA,"39","Ohio","OH"
"39035177104",1,NA,"39","Ohio","OH"
"39035177608",2,1,"39","Ohio","OH"
"39035178205",2,NA,"39","Ohio","OH"
"39035180104",1,NA,"39","Ohio","OH"
"39035181201",1,NA,"39","Ohio","OH"
"39035181203",1,NA,"39","Ohio","OH"
"39035183200",1,NA,"39","Ohio","OH"
"39035183501",1,NA,"39","Ohio","OH"
"39035183603",1,NA,"39","Ohio","OH"
"39035185103",1,NA,"39","Ohio","OH"
"39035186201",1,NA,"39","Ohio","OH"
"39035188104",1,1,"39","Ohio","OH"
"39035189108",1,NA,"39","Ohio","OH"
"39035192300",2,NA,"39","Ohio","OH"
"39035194100",1,NA,"39","Ohio","OH"
"39035195600",1,NA,"39","Ohio","OH"
"39035196100",4,NA,"39","Ohio","OH"
"39035196300",1,NA,"39","Ohio","OH"
"39035196400",1,NA,"39","Ohio","OH"
"39035196500",1,NA,"39","Ohio","OH"
"39035980100",2,NA,"39","Ohio","OH"
"39037510100",4,NA,"39","Ohio","OH"
"39037520100",1,NA,"39","Ohio","OH"
"39037560100",1,NA,"39","Ohio","OH"
"39039958600",3,NA,"39","Ohio","OH"
"39041011101",1,NA,"39","Ohio","OH"
"39041011413",1,NA,"39","Ohio","OH"
"39043040600",1,NA,"39","Ohio","OH"
"39043040700",5,NA,"39","Ohio","OH"
"39043040800",19,NA,"39","Ohio","OH"
"39043040900",4,NA,"39","Ohio","OH"
"39043041000",1,2,"39","Ohio","OH"
"39043041100",2,NA,"39","Ohio","OH"
"39043041200",2,NA,"39","Ohio","OH"
"39043041300",2,NA,"39","Ohio","OH"
"39045031100",1,NA,"39","Ohio","OH"
"39045031300",1,NA,"39","Ohio","OH"
"39049000710",1,NA,"39","Ohio","OH"
"39049000910",1,NA,"39","Ohio","OH"
"39049001400",2,NA,"39","Ohio","OH"
"39049002200",1,NA,"39","Ohio","OH"
"39049002800",1,NA,"39","Ohio","OH"
"39049003000",4,NA,"39","Ohio","OH"
"39049003700",1,NA,"39","Ohio","OH"
"39049004200",1,NA,"39","Ohio","OH"
"39049005000",1,NA,"39","Ohio","OH"
"39049005700",2,NA,"39","Ohio","OH"
"39049007020",1,NA,"39","Ohio","OH"
"39049007210",1,NA,"39","Ohio","OH"
"39049007393",1,NA,"39","Ohio","OH"
"39049007424",2,NA,"39","Ohio","OH"
"39049007427",6,NA,"39","Ohio","OH"
"39049009450",1,NA,"39","Ohio","OH"
"39053953600",2,NA,"39","Ohio","OH"
"39057200400",1,NA,"39","Ohio","OH"
"39057200500",1,NA,"39","Ohio","OH"
"39057240302",2,NA,"39","Ohio","OH"
"39061000700",3,1,"39","Ohio","OH"
"39061001100",1,NA,"39","Ohio","OH"
"39061003800",1,NA,"39","Ohio","OH"
"39061005600",3,NA,"39","Ohio","OH"
"39061005701",2,NA,"39","Ohio","OH"
"39061005900",2,NA,"39","Ohio","OH"
"39061006100",1,NA,"39","Ohio","OH"
"39061006300",2,NA,"39","Ohio","OH"
"39061006500",1,NA,"39","Ohio","OH"
"39061007400",2,NA,"39","Ohio","OH"
"39061007700",1,NA,"39","Ohio","OH"
"39061008202",1,NA,"39","Ohio","OH"
"39061009400",1,NA,"39","Ohio","OH"
"39061010300",2,NA,"39","Ohio","OH"
"39061011000",3,NA,"39","Ohio","OH"
"39061021801",1,NA,"39","Ohio","OH"
"39061022700",1,NA,"39","Ohio","OH"
"39061023001",1,NA,"39","Ohio","OH"
"39061023100",1,NA,"39","Ohio","OH"
"39061023201",5,NA,"39","Ohio","OH"
"39061023210",2,NA,"39","Ohio","OH"
"39061023222",2,NA,"39","Ohio","OH"
"39061023400",1,NA,"39","Ohio","OH"
"39061024303",1,NA,"39","Ohio","OH"
"39061025200",5,NA,"39","Ohio","OH"
"39061025300",2,NA,"39","Ohio","OH"
"39061025401",1,NA,"39","Ohio","OH"
"39061026300",3,1,"39","Ohio","OH"
"39061026700",1,NA,"39","Ohio","OH"
"39061026900",1,NA,"39","Ohio","OH"
"39061027000",1,NA,"39","Ohio","OH"
"39061027100",2,NA,"39","Ohio","OH"
"39061027400",19,NA,"39","Ohio","OH"
"39063000100",1,NA,"39","Ohio","OH"
"39063000200",1,NA,"39","Ohio","OH"
"39063000300",2,NA,"39","Ohio","OH"
"39063000400",3,NA,"39","Ohio","OH"
"39063000500",2,NA,"39","Ohio","OH"
"39063000600",5,NA,"39","Ohio","OH"
"39063000800",1,NA,"39","Ohio","OH"
"39063000900",4,1,"39","Ohio","OH"
"39063001000",2,NA,"39","Ohio","OH"
"39065000500",2,NA,"39","Ohio","OH"
"39065000600",1,NA,"39","Ohio","OH"
"39069000700",1,NA,"39","Ohio","OH"
"39077915800",2,NA,"39","Ohio","OH"
"39077916000",1,NA,"39","Ohio","OH"
"39081000200",11,2,"39","Ohio","OH"
"39081000400",1,NA,"39","Ohio","OH"
"39081000600",1,NA,"39","Ohio","OH"
"39081000800",1,NA,"39","Ohio","OH"
"39081001200",2,NA,"39","Ohio","OH"
"39081001300",1,NA,"39","Ohio","OH"
"39081011000",1,NA,"39","Ohio","OH"
"39081011200",1,NA,"39","Ohio","OH"
"39081011300",3,NA,"39","Ohio","OH"
"39081011402",2,1,"39","Ohio","OH"
"39081011800",2,NA,"39","Ohio","OH"
"39081011900",2,NA,"39","Ohio","OH"
"39081012100",2,NA,"39","Ohio","OH"
"39085202700",1,NA,"39","Ohio","OH"
"39085204000",1,NA,"39","Ohio","OH"
"39085204200",2,NA,"39","Ohio","OH"
"39085204302",1,NA,"39","Ohio","OH"
"39085204400",7,NA,"39","Ohio","OH"
"39085204500",8,2,"39","Ohio","OH"
"39085206000",1,NA,"39","Ohio","OH"
"39087050100",1,NA,"39","Ohio","OH"
"39087050200",1,NA,"39","Ohio","OH"
"39087050300",4,1,"39","Ohio","OH"
"39089750700",4,NA,"39","Ohio","OH"
"39089751900",1,NA,"39","Ohio","OH"
"39089752500",1,1,"39","Ohio","OH"
"39089755000",9,NA,"39","Ohio","OH"
"39089759000",6,1,"39","Ohio","OH"
"39091004500",1,1,"39","Ohio","OH"
"39093022200",1,NA,"39","Ohio","OH"
"39093022400",4,NA,"39","Ohio","OH"
"39093022601",4,NA,"39","Ohio","OH"
"39093023000",3,NA,"39","Ohio","OH"
"39093023100",4,NA,"39","Ohio","OH"
"39093023200",1,NA,"39","Ohio","OH"
"39093023300",2,NA,"39","Ohio","OH"
"39093023500",1,NA,"39","Ohio","OH"
"39093023600",2,NA,"39","Ohio","OH"
"39093023700",1,NA,"39","Ohio","OH"
"39093024200",1,NA,"39","Ohio","OH"
"39093057100",2,NA,"39","Ohio","OH"
"39093060100",4,NA,"39","Ohio","OH"
"39093060200",1,NA,"39","Ohio","OH"
"39093070300",1,NA,"39","Ohio","OH"
"39093070500",1,NA,"39","Ohio","OH"
"39093070700",5,NA,"39","Ohio","OH"
"39093070800",11,1,"39","Ohio","OH"
"39093070901",5,1,"39","Ohio","OH"
"39093070902",1,NA,"39","Ohio","OH"
"39093071201",1,NA,"39","Ohio","OH"
"39093071300",1,NA,"39","Ohio","OH"
"39093071400",2,NA,"39","Ohio","OH"
"39093080104",2,NA,"39","Ohio","OH"
"39093080500",1,NA,"39","Ohio","OH"
"39093097200",3,NA,"39","Ohio","OH"
"39093097300",14,NA,"39","Ohio","OH"
"39095000400",2,NA,"39","Ohio","OH"
"39095000800",8,NA,"39","Ohio","OH"
"39095000900",9,NA,"39","Ohio","OH"
"39095001100",5,NA,"39","Ohio","OH"
"39095001202",7,1,"39","Ohio","OH"
"39095001400",2,NA,"39","Ohio","OH"
"39095001500",2,NA,"39","Ohio","OH"
"39095001600",1,NA,"39","Ohio","OH"
"39095002000",2,NA,"39","Ohio","OH"
"39095002200",4,NA,"39","Ohio","OH"
"39095002401",1,NA,"39","Ohio","OH"
"39095002402",4,NA,"39","Ohio","OH"
"39095002500",5,NA,"39","Ohio","OH"
"39095002600",2,NA,"39","Ohio","OH"
"39095002700",6,NA,"39","Ohio","OH"
"39095002800",13,4,"39","Ohio","OH"
"39095002900",3,NA,"39","Ohio","OH"
"39095003000",4,NA,"39","Ohio","OH"
"39095003100",2,NA,"39","Ohio","OH"
"39095003200",1,NA,"39","Ohio","OH"
"39095003400",2,NA,"39","Ohio","OH"
"39095003700",5,NA,"39","Ohio","OH"
"39095003900",1,NA,"39","Ohio","OH"
"39095004600",1,NA,"39","Ohio","OH"
"39095004701",2,NA,"39","Ohio","OH"
"39095004800",2,NA,"39","Ohio","OH"
"39095005100",1,NA,"39","Ohio","OH"
"39095005200",1,NA,"39","Ohio","OH"
"39095005300",2,NA,"39","Ohio","OH"
"39095005400",3,NA,"39","Ohio","OH"
"39095005600",1,NA,"39","Ohio","OH"
"39095005701",1,NA,"39","Ohio","OH"
"39095005702",1,NA,"39","Ohio","OH"
"39095006600",1,NA,"39","Ohio","OH"
"39095006800",1,NA,"39","Ohio","OH"
"39095007205",4,NA,"39","Ohio","OH"
"39095007302",2,NA,"39","Ohio","OH"
"39095008901",1,NA,"39","Ohio","OH"
"39095009201",1,NA,"39","Ohio","OH"
"39095009400",1,NA,"39","Ohio","OH"
"39095010002",2,NA,"39","Ohio","OH"
"39095010200",1,NA,"39","Ohio","OH"
"39095010300",7,NA,"39","Ohio","OH"
"39095010400",1,NA,"39","Ohio","OH"
"39099800400",1,NA,"39","Ohio","OH"
"39099800500",1,1,"39","Ohio","OH"
"39099801300",1,NA,"39","Ohio","OH"
"39099801600",1,NA,"39","Ohio","OH"
"39099801700",1,1,"39","Ohio","OH"
"39099802100",1,NA,"39","Ohio","OH"
"39099802500",1,NA,"39","Ohio","OH"
"39099804000",6,1,"39","Ohio","OH"
"39099810300",1,NA,"39","Ohio","OH"
"39099810600",1,NA,"39","Ohio","OH"
"39099813700",4,2,"39","Ohio","OH"
"39099814000",1,NA,"39","Ohio","OH"
"39101010100",1,NA,"39","Ohio","OH"
"39103408100",3,NA,"39","Ohio","OH"
"39103408201",2,2,"39","Ohio","OH"
"39103408301",2,NA,"39","Ohio","OH"
"39103408302",1,NA,"39","Ohio","OH"
"39103409002",2,NA,"39","Ohio","OH"
"39105964300",1,NA,"39","Ohio","OH"
"39105964400",1,NA,"39","Ohio","OH"
"39105964500",2,1,"39","Ohio","OH"
"39109315100",10,NA,"39","Ohio","OH"
"39109315300",3,NA,"39","Ohio","OH"
"39109345000",1,NA,"39","Ohio","OH"
"39113000300",1,NA,"39","Ohio","OH"
"39113000400",1,NA,"39","Ohio","OH"
"39113000700",1,NA,"39","Ohio","OH"
"39113001100",1,NA,"39","Ohio","OH"
"39113001200",1,NA,"39","Ohio","OH"
"39113001501",10,2,"39","Ohio","OH"
"39113001700",1,NA,"39","Ohio","OH"
"39113001800",1,NA,"39","Ohio","OH"
"39113001900",1,NA,"39","Ohio","OH"
"39113003404",2,NA,"39","Ohio","OH"
"39113003500",1,NA,"39","Ohio","OH"
"39113020400",1,NA,"39","Ohio","OH"
"39113080500",1,NA,"39","Ohio","OH"
"39113090302",1,NA,"39","Ohio","OH"
"39113165100",1,NA,"39","Ohio","OH"
"39119911200",1,NA,"39","Ohio","OH"
"39119911400",1,NA,"39","Ohio","OH"
"39119911600",1,NA,"39","Ohio","OH"
"39119911800",1,NA,"39","Ohio","OH"
"39119911900",1,1,"39","Ohio","OH"
"39119912100",1,NA,"39","Ohio","OH"
"39119912200",2,NA,"39","Ohio","OH"
"39119912300",2,NA,"39","Ohio","OH"
"39119912500",1,NA,"39","Ohio","OH"
"39119912700",1,1,"39","Ohio","OH"
"39121968400",1,2,"39","Ohio","OH"
"39123050302",1,NA,"39","Ohio","OH"
"39123050500",3,2,"39","Ohio","OH"
"39123050600",1,NA,"39","Ohio","OH"
"39123050900",3,NA,"39","Ohio","OH"
"39123051000",1,NA,"39","Ohio","OH"
"39123051200",6,NA,"39","Ohio","OH"
"39125960200",1,NA,"39","Ohio","OH"
"39127965800",1,NA,"39","Ohio","OH"
"39127965900",2,NA,"39","Ohio","OH"
"39127966000",4,NA,"39","Ohio","OH"
"39127966200",2,1,"39","Ohio","OH"
"39127966300",1,NA,"39","Ohio","OH"
"39129020100",3,NA,"39","Ohio","OH"
"39129020200",4,NA,"39","Ohio","OH"
"39129020310",1,NA,"39","Ohio","OH"
"39129020400",2,NA,"39","Ohio","OH"
"39133600102",1,NA,"39","Ohio","OH"
"39133600200",1,NA,"39","Ohio","OH"
"39133600800",2,NA,"39","Ohio","OH"
"39133600901",3,NA,"39","Ohio","OH"
"39133601501",2,NA,"39","Ohio","OH"
"39135460100",1,NA,"39","Ohio","OH"
"39139001600",1,NA,"39","Ohio","OH"
"39139001700",1,3,"39","Ohio","OH"
"39139002700",1,1,"39","Ohio","OH"
"39139003100",1,2,"39","Ohio","OH"
"39141956100",2,NA,"39","Ohio","OH"
"39141956300",8,1,"39","Ohio","OH"
"39141956400",1,NA,"39","Ohio","OH"
"39141956500",1,NA,"39","Ohio","OH"
"39143960800",1,NA,"39","Ohio","OH"
"39145003500",2,NA,"39","Ohio","OH"
"39147962800",1,NA,"39","Ohio","OH"
"39147962900",4,NA,"39","Ohio","OH"
"39147963300",3,NA,"39","Ohio","OH"
"39147963400",1,NA,"39","Ohio","OH"
"39147963500",2,NA,"39","Ohio","OH"
"39149971500",2,NA,"39","Ohio","OH"
"39151700100",1,NA,"39","Ohio","OH"
"39151700200",2,NA,"39","Ohio","OH"
"39151700500",1,NA,"39","Ohio","OH"
"39151700800",1,NA,"39","Ohio","OH"
"39151701500",1,NA,"39","Ohio","OH"
"39151701800",3,NA,"39","Ohio","OH"
"39151702300",2,NA,"39","Ohio","OH"
"39151710300",1,NA,"39","Ohio","OH"
"39151711112",1,NA,"39","Ohio","OH"
"39151711600",1,NA,"39","Ohio","OH"
"39151712102",1,NA,"39","Ohio","OH"
"39151712601",2,NA,"39","Ohio","OH"
"39151713202",1,NA,"39","Ohio","OH"
"39151713502",1,NA,"39","Ohio","OH"
"39153501800",2,NA,"39","Ohio","OH"
"39153502101",1,NA,"39","Ohio","OH"
"39153502500",2,NA,"39","Ohio","OH"
"39153503200",1,NA,"39","Ohio","OH"
"39153503500",1,NA,"39","Ohio","OH"
"39153503600",7,NA,"39","Ohio","OH"
"39153503800",1,NA,"39","Ohio","OH"
"39153504500",1,NA,"39","Ohio","OH"
"39153505300",2,NA,"39","Ohio","OH"
"39153505900",1,NA,"39","Ohio","OH"
"39153506200",1,NA,"39","Ohio","OH"
"39153506500",1,NA,"39","Ohio","OH"
"39153506800",8,2,"39","Ohio","OH"
"39153507203",1,NA,"39","Ohio","OH"
"39153507400",5,NA,"39","Ohio","OH"
"39153507600",2,NA,"39","Ohio","OH"
"39153508301",4,NA,"39","Ohio","OH"
"39153508900",1,NA,"39","Ohio","OH"
"39153510100",10,NA,"39","Ohio","OH"
"39153510200",1,NA,"39","Ohio","OH"
"39153510301",3,NA,"39","Ohio","OH"
"39153510400",3,NA,"39","Ohio","OH"
"39153510500",4,NA,"39","Ohio","OH"
"39153520202",4,NA,"39","Ohio","OH"
"39153530105",1,NA,"39","Ohio","OH"
"39153530901",1,NA,"39","Ohio","OH"
"39153530902",1,NA,"39","Ohio","OH"
"39153531102",1,NA,"39","Ohio","OH"
"39153532502",1,NA,"39","Ohio","OH"
"39153532600",1,NA,"39","Ohio","OH"
"39153532902",1,NA,"39","Ohio","OH"
"39153533000",1,NA,"39","Ohio","OH"
"39153534000",1,NA,"39","Ohio","OH"
"39155920500",3,1,"39","Ohio","OH"
"39155920600",1,NA,"39","Ohio","OH"
"39155920700",1,2,"39","Ohio","OH"
"39155920800",1,1,"39","Ohio","OH"
"39155921000",4,NA,"39","Ohio","OH"
"39155921300",2,NA,"39","Ohio","OH"
"39155931400",1,NA,"39","Ohio","OH"
"39155931500",2,NA,"39","Ohio","OH"
"39155932200",1,NA,"39","Ohio","OH"
"39155932300",1,NA,"39","Ohio","OH"
"39155932500",1,NA,"39","Ohio","OH"
"39155933800",3,1,"39","Ohio","OH"
"39155933900",1,NA,"39","Ohio","OH"
"39161020400",1,NA,"39","Ohio","OH"
"39161020800",1,NA,"39","Ohio","OH"
"39161020900",1,NA,"39","Ohio","OH"
"39165030700",5,NA,"39","Ohio","OH"
"39167020200",1,NA,"39","Ohio","OH"
"39167020500",1,NA,"39","Ohio","OH"
"39167021300",1,NA,"39","Ohio","OH"
"39173020100",2,NA,"39","Ohio","OH"
"39173020200",2,NA,"39","Ohio","OH"
"39173020900",2,NA,"39","Ohio","OH"
"39173022300",1,NA,"39","Ohio","OH"
"39173022400",1,NA,"39","Ohio","OH"
"40001376900",1,1,"40","Oklahoma","OK"
"40003955600",1,1,"40","Oklahoma","OK"
"40003956000",1,1,"40","Oklahoma","OK"
"40005587600",1,1,"40","Oklahoma","OK"
"40005587700",1,1,"40","Oklahoma","OK"
"40007951800",2,2,"40","Oklahoma","OK"
"40009966100",1,2,"40","Oklahoma","OK"
"40009966800",1,3,"40","Oklahoma","OK"
"40011958600",1,NA,"40","Oklahoma","OK"
"40011958900",1,2,"40","Oklahoma","OK"
"40013796300",3,3,"40","Oklahoma","OK"
"40013796400",3,NA,"40","Oklahoma","OK"
"40015161600",1,1,"40","Oklahoma","OK"
"40015162100",7,1,"40","Oklahoma","OK"
"40015162200",1,NA,"40","Oklahoma","OK"
"40017300202",2,1,"40","Oklahoma","OK"
"40017300904",1,NA,"40","Oklahoma","OK"
"40019892100",1,1,"40","Oklahoma","OK"
"40019892400",1,NA,"40","Oklahoma","OK"
"40019892600",1,NA,"40","Oklahoma","OK"
"40019892900",1,1,"40","Oklahoma","OK"
"40021977600",1,NA,"40","Oklahoma","OK"
"40021977900",2,1,"40","Oklahoma","OK"
"40021978000",5,NA,"40","Oklahoma","OK"
"40027201509",1,1,"40","Oklahoma","OK"
"40027201607",1,NA,"40","Oklahoma","OK"
"40027202104",1,NA,"40","Oklahoma","OK"
"40027202302",1,NA,"40","Oklahoma","OK"
"40027202402",3,NA,"40","Oklahoma","OK"
"40031000502",1,NA,"40","Oklahoma","OK"
"40031000800",1,NA,"40","Oklahoma","OK"
"40031001100",21,NA,"40","Oklahoma","OK"
"40031001901",1,NA,"40","Oklahoma","OK"
"40031001902",2,1,"40","Oklahoma","OK"
"40031002200",1,NA,"40","Oklahoma","OK"
"40031002301",1,NA,"40","Oklahoma","OK"
"40031002500",5,2,"40","Oklahoma","OK"
"40033871100",2,2,"40","Oklahoma","OK"
"40033871200",1,NA,"40","Oklahoma","OK"
"40037020103",1,NA,"40","Oklahoma","OK"
"40037020900",2,NA,"40","Oklahoma","OK"
"40037021101",2,NA,"40","Oklahoma","OK"
"40037021102",1,NA,"40","Oklahoma","OK"
"40037021202",1,NA,"40","Oklahoma","OK"
"40037021500",1,NA,"40","Oklahoma","OK"
"40039950800",1,NA,"40","Oklahoma","OK"
"40039960400",1,1,"40","Oklahoma","OK"
"40039960600",1,NA,"40","Oklahoma","OK"
"40039961000",1,NA,"40","Oklahoma","OK"
"40041375602",2,NA,"40","Oklahoma","OK"
"40041375700",1,NA,"40","Oklahoma","OK"
"40043959100",1,NA,"40","Oklahoma","OK"
"40047000100",5,NA,"40","Oklahoma","OK"
"40047001200",1,NA,"40","Oklahoma","OK"
