"GEOID","BF_COUNT","PB_COUNT","STATE_NUM","STATE_TERR","STATE_CODE"
"09001080800",1,NA,"09","Connecticut","CT"
"09001090400",1,NA,"09","Connecticut","CT"
"09001090600",1,NA,"09","Connecticut","CT"
"09001110100",8,NA,"09","Connecticut","CT"
"09001110202",1,NA,"09","Connecticut","CT"
"09001210200",1,NA,"09","Connecticut","CT"
"09001210701",1,NA,"09","Connecticut","CT"
"09001230100",2,NA,"09","Connecticut","CT"
"09001230502",2,1,"09","Connecticut","CT"
"09001240100",2,NA,"09","Connecticut","CT"
"09001257200",2,NA,"09","Connecticut","CT"
"09003400100",2,NA,"09","Connecticut","CT"
"09003400200",1,NA,"09","Connecticut","CT"
"09003400300",1,NA,"09","Connecticut","CT"
"09003405401",1,NA,"09","Connecticut","CT"
"09003405402",1,NA,"09","Connecticut","CT"
"09003405500",1,NA,"09","Connecticut","CT"
"09003405700",1,NA,"09","Connecticut","CT"
"09003405800",2,NA,"09","Connecticut","CT"
"09003406100",2,NA,"09","Connecticut","CT"
"09003415500",1,NA,"09","Connecticut","CT"
"09003415800",1,NA,"09","Connecticut","CT"
"09003415900",2,NA,"09","Connecticut","CT"
"09003416200",7,NA,"09","Connecticut","CT"
"09003416600",1,NA,"09","Connecticut","CT"
"09003417100",1,NA,"09","Connecticut","CT"
"09003420700",1,NA,"09","Connecticut","CT"
"09003430601",1,NA,"09","Connecticut","CT"
"09003471100",1,NA,"09","Connecticut","CT"
"09003471200",1,NA,"09","Connecticut","CT"
"09003473400",2,NA,"09","Connecticut","CT"
"09003480600",2,NA,"09","Connecticut","CT"
"09003487100",1,NA,"09","Connecticut","CT"
"09003487300",1,NA,"09","Connecticut","CT"
"09003487400",1,NA,"09","Connecticut","CT"
"09003490100",1,NA,"09","Connecticut","CT"
"09003494300",1,NA,"09","Connecticut","CT"
"09003500200",1,NA,"09","Connecticut","CT"
"09003500300",1,NA,"09","Connecticut","CT"
"09003500400",7,NA,"09","Connecticut","CT"
"09003500500",1,NA,"09","Connecticut","CT"
"09003500700",1,1,"09","Connecticut","CT"
"09003501300",1,NA,"09","Connecticut","CT"
"09003501700",1,NA,"09","Connecticut","CT"
"09003501800",1,NA,"09","Connecticut","CT"
"09003502100",16,NA,"09","Connecticut","CT"
"09003502500",3,NA,"09","Connecticut","CT"
"09003502700",4,NA,"09","Connecticut","CT"
"09003503500",1,NA,"09","Connecticut","CT"
"09003503700",3,NA,"09","Connecticut","CT"
"09003504300",1,NA,"09","Connecticut","CT"
"09003504900",2,NA,"09","Connecticut","CT"
"09003510100",1,NA,"09","Connecticut","CT"
"09003510200",1,NA,"09","Connecticut","CT"
"09003510400",3,NA,"09","Connecticut","CT"
"09003510500",1,NA,"09","Connecticut","CT"
"09003510600",4,NA,"09","Connecticut","CT"
"09003510700",1,NA,"09","Connecticut","CT"
"09003510800",4,NA,"09","Connecticut","CT"
"09003511100",2,NA,"09","Connecticut","CT"
"09003511200",1,NA,"09","Connecticut","CT"
"09003511300",1,NA,"09","Connecticut","CT"
"09003514101",1,NA,"09","Connecticut","CT"
"09003514200",1,NA,"09","Connecticut","CT"
"09003514400",1,NA,"09","Connecticut","CT"
"09003514500",1,NA,"09","Connecticut","CT"
"09003514700",1,NA,"09","Connecticut","CT"
"09003520301",1,NA,"09","Connecticut","CT"
"09003520302",1,NA,"09","Connecticut","CT"
"09003524502",1,NA,"09","Connecticut","CT"
"09005253600",2,NA,"09","Connecticut","CT"
"09005310100",1,NA,"09","Connecticut","CT"
"09005310200",6,NA,"09","Connecticut","CT"
"09005310300",2,NA,"09","Connecticut","CT"
"09005320100",10,NA,"09","Connecticut","CT"
"09005320200",7,NA,"09","Connecticut","CT"
"09005349200",1,NA,"09","Connecticut","CT"
"09005360400",2,NA,"09","Connecticut","CT"
"09005425300",2,NA,"09","Connecticut","CT"
"09007541100",1,NA,"09","Connecticut","CT"
"09007541200",1,NA,"09","Connecticut","CT"
"09007541600",12,NA,"09","Connecticut","CT"
"09007541700",2,NA,"09","Connecticut","CT"
"09007550201",2,NA,"09","Connecticut","CT"
"09007550202",1,NA,"09","Connecticut","CT"
"09007570300",1,NA,"09","Connecticut","CT"
"09007590100",6,NA,"09","Connecticut","CT"
"09007680100",1,NA,"09","Connecticut","CT"
"09009120100",1,NA,"09","Connecticut","CT"
"09009120200",8,NA,"09","Connecticut","CT"
"09009125200",4,NA,"09","Connecticut","CT"
"09009125300",1,NA,"09","Connecticut","CT"
"09009130200",2,NA,"09","Connecticut","CT"
"09009141500",3,NA,"09","Connecticut","CT"
"09009141800",1,NA,"09","Connecticut","CT"
"09009142300",8,NA,"09","Connecticut","CT"
"09009142400",2,NA,"09","Connecticut","CT"
"09009150400",1,NA,"09","Connecticut","CT"
"09009151100",1,NA,"09","Connecticut","CT"
"09009154100",1,NA,"09","Connecticut","CT"
"09009154500",3,NA,"09","Connecticut","CT"
"09009155000",1,NA,"09","Connecticut","CT"
"09009165500",2,NA,"09","Connecticut","CT"
"09009167201",3,NA,"09","Connecticut","CT"
"09009170100",7,NA,"09","Connecticut","CT"
"09009170200",8,NA,"09","Connecticut","CT"
"09009170300",1,NA,"09","Connecticut","CT"
"09009170400",1,NA,"09","Connecticut","CT"
"09009170600",1,NA,"09","Connecticut","CT"
"09009170900",5,NA,"09","Connecticut","CT"
"09009171000",4,NA,"09","Connecticut","CT"
"09009171400",2,NA,"09","Connecticut","CT"
"09009175100",1,NA,"09","Connecticut","CT"
"09009184100",1,NA,"09","Connecticut","CT"
"09009194100",1,NA,"09","Connecticut","CT"
"09009341100",2,NA,"09","Connecticut","CT"
"09009345100",1,NA,"09","Connecticut","CT"
"09009345300",4,NA,"09","Connecticut","CT"
"09009345400",1,NA,"09","Connecticut","CT"
"09009350100",5,NA,"09","Connecticut","CT"
"09009350200",3,NA,"09","Connecticut","CT"
"09009350300",2,NA,"09","Connecticut","CT"
"09009350400",3,NA,"09","Connecticut","CT"
"09009350500",5,NA,"09","Connecticut","CT"
"09009350800",1,NA,"09","Connecticut","CT"
"09009351400",1,NA,"09","Connecticut","CT"
"09009351602",2,NA,"09","Connecticut","CT"
"09009351700",1,NA,"09","Connecticut","CT"
"09009351900",1,NA,"09","Connecticut","CT"
"09009352300",2,NA,"09","Connecticut","CT"
"09009352800",1,NA,"09","Connecticut","CT"
"09009361401",1,NA,"09","Connecticut","CT"
"09009361500",1,NA,"09","Connecticut","CT"
"09011690300",1,NA,"09","Connecticut","CT"
"09011690500",1,NA,"09","Connecticut","CT"
"09011690700",5,NA,"09","Connecticut","CT"
"09011695201",1,NA,"09","Connecticut","CT"
"09011696100",1,NA,"09","Connecticut","CT"
"09011696400",3,NA,"09","Connecticut","CT"
"09011696500",1,NA,"09","Connecticut","CT"
"09011696700",3,NA,"09","Connecticut","CT"
"09011696800",1,NA,"09","Connecticut","CT"
"09011697000",2,NA,"09","Connecticut","CT"
"09011700100",7,NA,"09","Connecticut","CT"
"09011701100",1,NA,"09","Connecticut","CT"
"09011709200",1,NA,"09","Connecticut","CT"
"09011711100",1,NA,"09","Connecticut","CT"
"09011870502",1,1,"09","Connecticut","CT"
"09013526101",1,NA,"09","Connecticut","CT"
"09013530200",2,NA,"09","Connecticut","CT"
"09013538201",1,NA,"09","Connecticut","CT"
"09015800300",1,NA,"09","Connecticut","CT"
"09015904500",1,NA,"09","Connecticut","CT"
"10001040201",1,NA,"10","Delaware","DE"
"10001041400",4,1,"10","Delaware","DE"
"10001043300",2,NA,"10","Delaware","DE"
"10003000200",4,NA,"10","Delaware","DE"
"10003000601",1,1,"10","Delaware","DE"
"10003000602",6,NA,"10","Delaware","DE"
"10003000900",2,NA,"10","Delaware","DE"
"10003001300",2,NA,"10","Delaware","DE"
"10003001902",20,NA,"10","Delaware","DE"
"10003002700",7,NA,"10","Delaware","DE"
"10003002800",8,NA,"10","Delaware","DE"
"10003002900",7,NA,"10","Delaware","DE"
"10003003002",3,1,"10","Delaware","DE"
"10003010502",1,NA,"10","Delaware","DE"
"10003010800",2,NA,"10","Delaware","DE"
"10003011000",1,NA,"10","Delaware","DE"
"10003013100",1,NA,"10","Delaware","DE"
"10003014200",1,NA,"10","Delaware","DE"
"10003014402",2,NA,"10","Delaware","DE"
"10003014501",1,NA,"10","Delaware","DE"
"10003014502",1,NA,"10","Delaware","DE"
"10003015000",1,NA,"10","Delaware","DE"
"10003015400",1,NA,"10","Delaware","DE"
"10003015502",2,NA,"10","Delaware","DE"
"10003016200",1,NA,"10","Delaware","DE"
"10003016302",1,NA,"10","Delaware","DE"
"10003980100",1,NA,"10","Delaware","DE"
"10005050104",1,NA,"10","Delaware","DE"
"10005050406",1,NA,"10","Delaware","DE"
"10005050503",1,NA,"10","Delaware","DE"
"10005050901",1,NA,"10","Delaware","DE"
"10005050902",1,NA,"10","Delaware","DE"
"11001000100",1,NA,"11","District of Columbia","DC"
"11001001100",1,NA,"11","District of Columbia","DC"
"11001002002",1,NA,"11","District of Columbia","DC"
"11001002502",1,NA,"11","District of Columbia","DC"
"11001003200",3,NA,"11","District of Columbia","DC"
"11001003400",1,NA,"11","District of Columbia","DC"
"11001003500",4,NA,"11","District of Columbia","DC"
"11001004400",1,NA,"11","District of Columbia","DC"
"11001005002",2,NA,"11","District of Columbia","DC"
"11001005800",1,NA,"11","District of Columbia","DC"
"11001006202",2,NA,"11","District of Columbia","DC"
"11001006400",3,NA,"11","District of Columbia","DC"
"11001007407",1,NA,"11","District of Columbia","DC"
"11001007707",1,NA,"11","District of Columbia","DC"
"11001007804",3,NA,"11","District of Columbia","DC"
"11001007901",2,NA,"11","District of Columbia","DC"
"11001008002",2,NA,"11","District of Columbia","DC"
"11001008402",2,NA,"11","District of Columbia","DC"
"11001008410",1,NA,"11","District of Columbia","DC"
"11001008701",1,NA,"11","District of Columbia","DC"
"11001008803",4,1,"11","District of Columbia","DC"
"11001008904",1,NA,"11","District of Columbia","DC"
"11001009102",1,NA,"11","District of Columbia","DC"
"11001009203",1,NA,"11","District of Columbia","DC"
"11001009302",3,NA,"11","District of Columbia","DC"
"11001009400",1,NA,"11","District of Columbia","DC"
"11001009505",1,NA,"11","District of Columbia","DC"
"11001009803",2,NA,"11","District of Columbia","DC"
"11001010300",1,NA,"11","District of Columbia","DC"
"11001010600",4,NA,"11","District of Columbia","DC"
"11001010900",1,NA,"11","District of Columbia","DC"
"11001011100",5,NA,"11","District of Columbia","DC"
"12001000500",3,NA,"12","Florida","FL"
"12001000700",1,NA,"12","Florida","FL"
"12001001902",1,2,"12","Florida","FL"
"12005000600",2,NA,"12","Florida","FL"
"12005002000",2,NA,"12","Florida","FL"
"12009062103",1,1,"12","Florida","FL"
"12009062109",1,5,"12","Florida","FL"
"12009062301",8,NA,"12","Florida","FL"
"12009062400",1,NA,"12","Florida","FL"
"12009062600",16,NA,"12","Florida","FL"
"12009062900",1,NA,"12","Florida","FL"
"12009064201",1,NA,"12","Florida","FL"
"12009064902",1,NA,"12","Florida","FL"
"12009071100",1,NA,"12","Florida","FL"
"12009071500",16,NA,"12","Florida","FL"
"12011010407",1,NA,"12","Florida","FL"
"12011030202",1,NA,"12","Florida","FL"
"12011030402",1,NA,"12","Florida","FL"
"12011030600",1,3,"12","Florida","FL"
"12011041400",2,1,"12","Florida","FL"
"12011041500",1,NA,"12","Florida","FL"
"12011041700",1,NA,"12","Florida","FL"
"12011080403",1,NA,"12","Florida","FL"
"12011090504",1,NA,"12","Florida","FL"
"12011090601",1,NA,"12","Florida","FL"
"12011090700",2,NA,"12","Florida","FL"
"12013010300",1,4,"12","Florida","FL"
"12019031300",5,NA,"12","Florida","FL"
"12019031400",4,1,"12","Florida","FL"
"12019031500",3,NA,"12","Florida","FL"
"12021011204",2,NA,"12","Florida","FL"
"12021011205",2,NA,"12","Florida","FL"
"12027010302",1,NA,"12","Florida","FL"
"12029970101",9,4,"12","Florida","FL"
"12029970200",2,NA,"12","Florida","FL"
"12031001000",4,2,"12","Florida","FL"
"12031001100",3,NA,"12","Florida","FL"
"12031001200",3,NA,"12","Florida","FL"
"12031001500",1,NA,"12","Florida","FL"
"12031002600",112,NA,"12","Florida","FL"
"12031011200",1,NA,"12","Florida","FL"
"12031011500",2,NA,"12","Florida","FL"
"12031016100",1,NA,"12","Florida","FL"
"12031016200",1,NA,"12","Florida","FL"
"12031017100",5,NA,"12","Florida","FL"
"12031017200",7,NA,"12","Florida","FL"
"12031017400",2,1,"12","Florida","FL"
"12033000100",9,NA,"12","Florida","FL"
"12033000300",3,NA,"12","Florida","FL"
"12033000400",3,NA,"12","Florida","FL"
"12033000600",2,NA,"12","Florida","FL"
"12033000800",1,NA,"12","Florida","FL"
"12033001101",1,NA,"12","Florida","FL"
"12033001201",2,NA,"12","Florida","FL"
"12033001202",1,NA,"12","Florida","FL"
"12033001300",1,NA,"12","Florida","FL"
"12033001600",6,5,"12","Florida","FL"
"12033001700",4,NA,"12","Florida","FL"
"12033001800",1,NA,"12","Florida","FL"
"12033001900",3,NA,"12","Florida","FL"
"12033002000",1,NA,"12","Florida","FL"
"12033002100",2,NA,"12","Florida","FL"
"12033002200",1,NA,"12","Florida","FL"
"12033003607",1,NA,"12","Florida","FL"
"12033004000",6,3,"12","Florida","FL"
"12035060104",1,NA,"12","Florida","FL"
"12035060205",1,NA,"12","Florida","FL"
"12035060206",8,NA,"12","Florida","FL"
"12035060207",7,1,"12","Florida","FL"
"12035060208",3,NA,"12","Florida","FL"
"12035060209",5,NA,"12","Florida","FL"
"12035060210",1,NA,"12","Florida","FL"
"12035060213",1,NA,"12","Florida","FL"
"12035060301",3,NA,"12","Florida","FL"
"12035060304",1,NA,"12","Florida","FL"
"12037970100",1,2,"12","Florida","FL"
"12039020101",1,NA,"12","Florida","FL"
"12039020102",2,NA,"12","Florida","FL"
"12039020500",4,NA,"12","Florida","FL"
"12039020600",1,1,"12","Florida","FL"
"12039020702",5,2,"12","Florida","FL"
"12039020800",1,NA,"12","Florida","FL"
"12041950204",1,1,"12","Florida","FL"
"12043000200",7,1,"12","Florida","FL"
"12043000300",3,2,"12","Florida","FL"
"12047960100",1,5,"12","Florida","FL"
"12049970300",5,2,"12","Florida","FL"
"12049970400",1,1,"12","Florida","FL"
"12051000100",1,NA,"12","Florida","FL"
"12051000200",1,NA,"12","Florida","FL"
"12051000600",10,2,"12","Florida","FL"
"12053040400",5,NA,"12","Florida","FL"
"12053040501",4,NA,"12","Florida","FL"
"12057001800",8,NA,"12","Florida","FL"
"12057001900",8,NA,"12","Florida","FL"
"12057002000",4,NA,"12","Florida","FL"
"12057002100",2,NA,"12","Florida","FL"
"12057002200",1,NA,"12","Florida","FL"
"12057002600",5,2,"12","Florida","FL"
"12057003000",3,NA,"12","Florida","FL"
"12057003100",1,NA,"12","Florida","FL"
"12057003200",2,NA,"12","Florida","FL"
"12057003300",16,NA,"12","Florida","FL"
"12057003400",10,NA,"12","Florida","FL"
"12057003500",13,NA,"12","Florida","FL"
"12057003600",3,NA,"12","Florida","FL"
"12057003800",2,NA,"12","Florida","FL"
"12057003900",1,NA,"12","Florida","FL"
"12057004000",4,NA,"12","Florida","FL"
"12057004200",1,NA,"12","Florida","FL"
"12057004400",1,NA,"12","Florida","FL"
"12057004600",1,NA,"12","Florida","FL"
"12057005000",1,NA,"12","Florida","FL"
"12057005101",2,1,"12","Florida","FL"
"12057005301",2,NA,"12","Florida","FL"
"12057005900",1,NA,"12","Florida","FL"
"12057007002",1,NA,"12","Florida","FL"
"12057010811",1,NA,"12","Florida","FL"
"12057010817",1,NA,"12","Florida","FL"
"12057012001",1,NA,"12","Florida","FL"
"12057012211",1,6,"12","Florida","FL"
"12057012600",7,NA,"12","Florida","FL"
"12057012702",1,NA,"12","Florida","FL"
"12057012800",1,NA,"12","Florida","FL"
"12057012900",3,NA,"12","Florida","FL"
"12057013501",1,NA,"12","Florida","FL"
"12059960100",1,NA,"12","Florida","FL"
"12061050302",2,NA,"12","Florida","FL"
"12061050904",1,NA,"12","Florida","FL"
"12069030204",3,NA,"12","Florida","FL"
"12069030206",6,NA,"12","Florida","FL"
"12069030209",3,NA,"12","Florida","FL"
"12071000502",1,NA,"12","Florida","FL"
"12071000600",2,NA,"12","Florida","FL"
"12071000700",1,NA,"12","Florida","FL"
"12071001201",2,4,"12","Florida","FL"
"12071080300",3,1,"12","Florida","FL"
"12073000200",1,NA,"12","Florida","FL"
"12073000500",11,NA,"12","Florida","FL"
"12073001200",2,NA,"12","Florida","FL"
"12073001802",1,NA,"12","Florida","FL"
"12073002006",1,NA,"12","Florida","FL"
"12081000101",4,NA,"12","Florida","FL"
"12081000103",5,1,"12","Florida","FL"
"12081000105",2,NA,"12","Florida","FL"
"12081000201",1,NA,"12","Florida","FL"
"12081000603",1,NA,"12","Florida","FL"
"12081000604",1,NA,"12","Florida","FL"
"12081000703",9,NA,"12","Florida","FL"
"12081000704",1,NA,"12","Florida","FL"
"12081000705",1,NA,"12","Florida","FL"
"12081000803",1,NA,"12","Florida","FL"
"12081001204",1,NA,"12","Florida","FL"
"12081001300",16,NA,"12","Florida","FL"
"12081001403",2,NA,"12","Florida","FL"
"12081001501",1,NA,"12","Florida","FL"
"12081001502",9,NA,"12","Florida","FL"
"12081001904",1,NA,"12","Florida","FL"
"12081002003",1,NA,"12","Florida","FL"
"12083001401",8,1,"12","Florida","FL"
"12083001500",6,NA,"12","Florida","FL"
"12083001700",1,NA,"12","Florida","FL"
"12083001800",9,NA,"12","Florida","FL"
"12083001900",27,NA,"12","Florida","FL"
"12085000501",2,NA,"12","Florida","FL"
"12085001301",1,NA,"12","Florida","FL"
"12086000206",1,NA,"12","Florida","FL"
"12086000403",3,NA,"12","Florida","FL"
"12086000503",4,NA,"12","Florida","FL"
"12086000504",2,NA,"12","Florida","FL"
"12086000505",4,1,"12","Florida","FL"
"12086001004",1,NA,"12","Florida","FL"
"12086001006",3,NA,"12","Florida","FL"
"12086001104",4,NA,"12","Florida","FL"
"12086001206",9,NA,"12","Florida","FL"
"12086001302",29,NA,"12","Florida","FL"
"12086001401",76,NA,"12","Florida","FL"
"12086001402",133,NA,"12","Florida","FL"
"12086001501",2,NA,"12","Florida","FL"
"12086001901",1,NA,"12","Florida","FL"
"12086002001",75,NA,"12","Florida","FL"
"12086002003",1,NA,"12","Florida","FL"
"12086002004",2,NA,"12","Florida","FL"
"12086002502",1,NA,"12","Florida","FL"
"12086002900",1,NA,"12","Florida","FL"
"12086003004",1,1,"12","Florida","FL"
"12086003100",1,1,"12","Florida","FL"
"12086006801",1,NA,"12","Florida","FL"
"12086009014",1,NA,"12","Florida","FL"
"12086009400",1,NA,"12","Florida","FL"
"12087971502",1,NA,"12","Florida","FL"
"12091022500",1,NA,"12","Florida","FL"
"12091022600",1,NA,"12","Florida","FL"
"12091022900",1,NA,"12","Florida","FL"
"12093910602",5,NA,"12","Florida","FL"
"12095012100",6,NA,"12","Florida","FL"
"12095012201",1,NA,"12","Florida","FL"
"12095012202",2,NA,"12","Florida","FL"
"12095012305",1,NA,"12","Florida","FL"
"12095012306",1,NA,"12","Florida","FL"
"12095012307",5,NA,"12","Florida","FL"
"12095012403",1,NA,"12","Florida","FL"
"12095014601",1,NA,"12","Florida","FL"
"12095015105",1,NA,"12","Florida","FL"
"12095016602",1,NA,"12","Florida","FL"
"12095017400",1,NA,"12","Florida","FL"
"12095017600",1,NA,"12","Florida","FL"
"12095018500",1,1,"12","Florida","FL"
"12095018900",8,NA,"12","Florida","FL"
"12099000702",1,NA,"12","Florida","FL"
"12099001200",1,NA,"12","Florida","FL"
"12099001700",1,NA,"12","Florida","FL"
"12099001801",1,1,"12","Florida","FL"
"12099002006",1,NA,"12","Florida","FL"
"12099002200",2,NA,"12","Florida","FL"
"12099002300",5,NA,"12","Florida","FL"
"12099002400",2,NA,"12","Florida","FL"
"12099002600",2,NA,"12","Florida","FL"
"12099002700",2,NA,"12","Florida","FL"
"12099002900",3,NA,"12","Florida","FL"
"12099003000",1,NA,"12","Florida","FL"
"12099004809",1,NA,"12","Florida","FL"
"12099005102",2,NA,"12","Florida","FL"
"12099005202",2,NA,"12","Florida","FL"
"12099005203",1,NA,"12","Florida","FL"
"12099005204",2,NA,"12","Florida","FL"
"12099005502",1,NA,"12","Florida","FL"
"12099005921",1,NA,"12","Florida","FL"
"12099006100",1,NA,"12","Florida","FL"
"12099006201",1,NA,"12","Florida","FL"
"12099006700",1,NA,"12","Florida","FL"
"12099006801",3,NA,"12","Florida","FL"
"12099008001",3,1,"12","Florida","FL"
"12099008002",9,NA,"12","Florida","FL"
"12099008201",1,NA,"12","Florida","FL"
"12099008202",1,NA,"12","Florida","FL"
"12099008302",1,1,"12","Florida","FL"
"12099980500",1,NA,"12","Florida","FL"
"12101030203",1,NA,"12","Florida","FL"
"12101030205",1,NA,"12","Florida","FL"
"12101030301",1,NA,"12","Florida","FL"
"12101030800",6,NA,"12","Florida","FL"
"12101030901",1,NA,"12","Florida","FL"
"12101030905",1,NA,"12","Florida","FL"
"12101031005",1,NA,"12","Florida","FL"
"12101031008",2,NA,"12","Florida","FL"
"12101031205",2,NA,"12","Florida","FL"
"12101031401",1,NA,"12","Florida","FL"
"12101031404",1,NA,"12","Florida","FL"
"12101031405",2,NA,"12","Florida","FL"
"12101031701",2,NA,"12","Florida","FL"
"12101031703",2,NA,"12","Florida","FL"
"12101031806",2,NA,"12","Florida","FL"
"12101031807",1,NA,"12","Florida","FL"
"12101032005",1,NA,"12","Florida","FL"
"12101032006",1,NA,"12","Florida","FL"
"12101032103",1,1,"12","Florida","FL"
"12101032104",1,NA,"12","Florida","FL"
"12101032107",1,NA,"12","Florida","FL"
"12101032113",1,NA,"12","Florida","FL"
"12101032401",1,NA,"12","Florida","FL"
"12101032402",7,NA,"12","Florida","FL"
"12101032500",3,NA,"12","Florida","FL"
"12101032601",2,NA,"12","Florida","FL"
"12101032700",1,NA,"12","Florida","FL"
"12101032804",1,NA,"12","Florida","FL"
"12101033101",1,NA,"12","Florida","FL"
"12103020500",1,NA,"12","Florida","FL"
"12103020600",2,NA,"12","Florida","FL"
"12103020800",2,1,"12","Florida","FL"
"12103021200",4,NA,"12","Florida","FL"
"12103021500",2,NA,"12","Florida","FL"
"12103021800",24,NA,"12","Florida","FL"
"12103021900",1,NA,"12","Florida","FL"
"12103022000",1,NA,"12","Florida","FL"
"12103023400",1,NA,"12","Florida","FL"
"12103024512",1,NA,"12","Florida","FL"
"12103024801",1,NA,"12","Florida","FL"
"12103025009",1,NA,"12","Florida","FL"
"12103025014",1,NA,"12","Florida","FL"
"12103025207",3,NA,"12","Florida","FL"
"12103025307",1,NA,"12","Florida","FL"
"12103025505",4,NA,"12","Florida","FL"
"12103025700",3,NA,"12","Florida","FL"
"12103025800",4,NA,"12","Florida","FL"
"12103025900",38,NA,"12","Florida","FL"
"12103026002",1,NA,"12","Florida","FL"
"12103026101",2,NA,"12","Florida","FL"
"12103026102",1,NA,"12","Florida","FL"
"12103026200",6,NA,"12","Florida","FL"
"12103026300",4,NA,"12","Florida","FL"
"12103026400",3,NA,"12","Florida","FL"
"12103026500",1,NA,"12","Florida","FL"
"12103026703",3,NA,"12","Florida","FL"
"12103026804",1,NA,"12","Florida","FL"
"12103027501",1,NA,"12","Florida","FL"
"12103028004",1,NA,"12","Florida","FL"
"12103028200",1,NA,"12","Florida","FL"
"12103028300",4,NA,"12","Florida","FL"
"12103028402",4,NA,"12","Florida","FL"
"12103028500",6,NA,"12","Florida","FL"
"12103028700",4,NA,"12","Florida","FL"
"12105011202",2,NA,"12","Florida","FL"
"12105011501",3,NA,"12","Florida","FL"
"12105011604",1,NA,"12","Florida","FL"
"12105011606",1,NA,"12","Florida","FL"
"12105012002",1,NA,"12","Florida","FL"
"12105012303",1,NA,"12","Florida","FL"
"12105012900",3,NA,"12","Florida","FL"
"12105013600",1,NA,"12","Florida","FL"
"12105013701",1,NA,"12","Florida","FL"
"12105014124",1,NA,"12","Florida","FL"
"12105014125",1,NA,"12","Florida","FL"
"12105014201",18,NA,"12","Florida","FL"
"12105014203",1,NA,"12","Florida","FL"
"12105014301",1,NA,"12","Florida","FL"
"12105014400",1,NA,"12","Florida","FL"
"12105014600",1,NA,"12","Florida","FL"
"12105014802",2,NA,"12","Florida","FL"
"12105014804",11,NA,"12","Florida","FL"
"12105015000",4,1,"12","Florida","FL"
"12105015102",1,NA,"12","Florida","FL"
"12105015200",1,5,"12","Florida","FL"
"12105015500",1,NA,"12","Florida","FL"
"12105015701",2,NA,"12","Florida","FL"
"12105015900",3,NA,"12","Florida","FL"
"12105016001",1,NA,"12","Florida","FL"
"12105016002",1,NA,"12","Florida","FL"
"12105016400",2,NA,"12","Florida","FL"
"12107950700",1,NA,"12","Florida","FL"
"12107950800",10,NA,"12","Florida","FL"
"12111380100",2,NA,"12","Florida","FL"
"12111380200",1,NA,"12","Florida","FL"
"12111380500",2,NA,"12","Florida","FL"
"12111381000",1,NA,"12","Florida","FL"
"12113010702",2,NA,"12","Florida","FL"
"12113010704",2,NA,"12","Florida","FL"
"12113010808",5,6,"12","Florida","FL"
"12113010809",1,NA,"12","Florida","FL"
"12115000101",1,NA,"12","Florida","FL"
"12115000300",5,NA,"12","Florida","FL"
"12115002100",1,NA,"12","Florida","FL"
"12115002402",1,NA,"12","Florida","FL"
"12115002713",1,NA,"12","Florida","FL"
"12115002722",1,NA,"12","Florida","FL"
"12117020101",2,NA,"12","Florida","FL"
"12117020500",4,NA,"12","Florida","FL"
"12117021000",2,NA,"12","Florida","FL"
"12117021404",2,NA,"12","Florida","FL"
"12117022001",7,NA,"12","Florida","FL"
"12117022002",4,NA,"12","Florida","FL"
"12117022005",2,NA,"12","Florida","FL"
"12117022101",2,NA,"12","Florida","FL"
"12117022104",1,NA,"12","Florida","FL"
"12121970100",11,NA,"12","Florida","FL"
"12121970200",3,NA,"12","Florida","FL"
"12127080100",3,NA,"12","Florida","FL"
"12127080803",1,NA,"12","Florida","FL"
"12127081900",2,NA,"12","Florida","FL"
"12127082000",6,NA,"12","Florida","FL"
"12127082100",2,NA,"12","Florida","FL"
"12127082301",1,NA,"12","Florida","FL"
"12127082401",1,NA,"12","Florida","FL"
"12127082405",1,NA,"12","Florida","FL"
"12127082703",3,NA,"12","Florida","FL"
"12127082802",13,NA,"12","Florida","FL"
"12127082903",10,NA,"12","Florida","FL"
"12127082904",1,NA,"12","Florida","FL"
"12127083003",2,NA,"12","Florida","FL"
"12127083005",1,NA,"12","Florida","FL"
"12127083008",3,NA,"12","Florida","FL"
"12127083009",3,NA,"12","Florida","FL"
"12127090303",4,NA,"12","Florida","FL"
"12127090500",2,NA,"12","Florida","FL"
"12127090702",1,NA,"12","Florida","FL"
"12127091029",1,NA,"12","Florida","FL"
"12127092500",1,NA,"12","Florida","FL"
"12129010202",7,3,"12","Florida","FL"
"12133970103",1,NA,"12","Florida","FL"
"12133970104",1,1,"12","Florida","FL"
"13021013700",9,2,"13","Georgia","GA"
"13021013800",1,NA,"13","Georgia","GA"
"13021013900",6,1,"13","Georgia","GA"
"13051000601",1,1,"13","Georgia","GA"
"13051001200",1,NA,"13","Georgia","GA"
"13051003301",2,NA,"13","Georgia","GA"
"13063980000",1,NA,"13","Georgia","GA"
"13071970300",1,NA,"13","Georgia","GA"
"13073030503",3,NA,"13","Georgia","GA"
"13073030504",3,1,"13","Georgia","GA"
"13089020600",1,NA,"13","Georgia","GA"
"13089020700",1,NA,"13","Georgia","GA"
"13089021301",3,1,"13","Georgia","GA"
"13089021303",1,NA,"13","Georgia","GA"
"13089021307",1,NA,"13","Georgia","GA"
"13089022900",1,NA,"13","Georgia","GA"
"13089023303",2,NA,"13","Georgia","GA"
"13089023801",1,NA,"13","Georgia","GA"
"13093970300",1,NA,"13","Georgia","GA"
