X,Y,ID,COMPONENT,SITE_NAME,JOINT_BASE,STATE_TERR,BRAC_SITE,STATE_CODE,STATE_NUM,TRACT_ZIP,TRACT_FOLDER,TRACT_FILE
144.895119222025,13.5992425108643,"884",Navy Active,Andersen AFB,Joint Region Marianas,Guam,NO,GU,"66",tracts/tl_2019_66_tract.zip,tracts/tl_2019_66_tract/,tl_2019_66_tract.shp
144.736799563442,13.3106836592542,"885",Navy Active,Dandan,Joint Region Marianas,Guam,NO,GU,"66",tracts/tl_2019_66_tract.zip,tracts/tl_2019_66_tract/,tl_2019_66_tract.shp
144.865816236594,13.5080449362811,"886",Navy Active,Andersen Administration Annex,N/A,Guam,NO,GU,"66",tracts/tl_2019_66_tract.zip,tracts/tl_2019_66_tract/,tl_2019_66_tract.shp
144.815371268087,13.5220280328976,"887",Navy Active,NAVBASE Guam Harmon,Joint Region Marianas,Guam,NO,GU,"66",tracts/tl_2019_66_tract.zip,tracts/tl_2019_66_tract/,tl_2019_66_tract.shp
144.865344290288,13.4890012875438,"888",Navy Active,NAVBASE Guam Marbo,Joint Region Marianas,Guam,NO,GU,"66",tracts/tl_2019_66_tract.zip,tracts/tl_2019_66_tract/,tl_2019_66_tract.shp
144.764834587498,13.4730061760335,"889",Navy Active,Agana,Joint Region Marianas,Guam,NO,GU,"66",tracts/tl_2019_66_tract.zip,tracts/tl_2019_66_tract/,tl_2019_66_tract.shp
144.914764708829,13.5394258512614,"890",Navy Active,Santa Rosa Parcel A,N/A,Guam,NO,GU,"66",tracts/tl_2019_66_tract.zip,tracts/tl_2019_66_tract/,tl_2019_66_tract.shp
-76.6195478377116,37.2849877628025,"891",Navy Active,Cheatham Annex,N/A,Virginia,NO,VA,"51",tracts/tl_2019_51_tract.zip,tracts/tl_2019_51_tract/,tl_2019_51_tract.shp
-76.3605551698354,36.8887863814288,"892",Navy Active,Craney Island,N/A,Virginia,NO,VA,"51",tracts/tl_2019_51_tract.zip,tracts/tl_2019_51_tract/,tl_2019_51_tract.shp
-76.3227631959583,36.9215805793328,"893",Navy Active,NSA Norfolk Fire Fighters School,N/A,Virginia,NO,VA,"51",tracts/tl_2019_51_tract.zip,tracts/tl_2019_51_tract/,tl_2019_51_tract.shp
-76.5855553756023,37.2448701632433,"894",Navy Active,NWS Yorktown,N/A,Virginia,NO,VA,"51",tracts/tl_2019_51_tract.zip,tracts/tl_2019_51_tract/,tl_2019_51_tract.shp
-76.299388036619,36.8160291098599,"895",Navy Active,NSA Norfolk NSY,N/A,Virginia,NO,VA,"51",tracts/tl_2019_51_tract.zip,tracts/tl_2019_51_tract/,tl_2019_51_tract.shp
-76.3135610607324,36.7889728056671,"896",Navy Active,NSA Norfolk St Juliens Creek Annex,N/A,Virginia,NO,VA,"51",tracts/tl_2019_51_tract.zip,tracts/tl_2019_51_tract/,tl_2019_51_tract.shp
-76.3330944829038,36.7982386498846,"897",Navy Active,NSA Norfolk Stanley Court/NNSY,N/A,Virginia,NO,VA,"51",tracts/tl_2019_51_tract.zip,tracts/tl_2019_51_tract/,tl_2019_51_tract.shp
-76.4861416387867,37.2159246934718,"898",Navy Active,Yorktown Fuel Depot,N/A,Virginia,NO,VA,"51",tracts/tl_2019_51_tract.zip,tracts/tl_2019_51_tract/,tl_2019_51_tract.shp
-76.3167277458329,36.9200509449915,"899",Navy Active,NSA Norfolk SDA Area,N/A,Virginia,NO,VA,"51",tracts/tl_2019_51_tract.zip,tracts/tl_2019_51_tract/,tl_2019_51_tract.shp
-76.2674853786031,36.559097879449,"900",Navy Active,NSA Norfolk Northwest Chesapke Va,N/A,Virginia,NO,VA,"51",tracts/tl_2019_51_tract.zip,tracts/tl_2019_51_tract/,tl_2019_51_tract.shp
-76.2994391392847,36.9249234497017,"901",Navy Active,NSA Norfolk,N/A,Virginia,NO,VA,"51",tracts/tl_2019_51_tract.zip,tracts/tl_2019_51_tract/,tl_2019_51_tract.shp
