X,Y,ID,COMPONENT,SITE_NAME,JOINT_BASE,STATE_TERR,BRAC_SITE,STATE_CODE,STATE_NUM,TRACT_ZIP,TRACT_FOLDER,TRACT_FILE
-76.3491958358977,34.8924654396554,"1",MC Active,OLF Atlantic,N/A,North Carolina,NO,NC,"37",tracts/tl_2019_37_tract.zip,tracts/tl_2019_37_tract/,tl_2019_37_tract.shp
-116.870657709588,34.8907284833201,"2",MC Active,MCLB Barstow Yermo Area,N/A,California,NO,CA,"06",tracts/tl_2019_06_tract.zip,tracts/tl_2019_06_tract/,tl_2019_06_tract.shp
-157.987550351589,21.3173363709515,"3",MC Active,MCB Hawaii Puuloa-Oahu,N/A,Hawaii,NO,HI,"15",tracts/tl_2019_15_tract.zip,tracts/tl_2019_15_tract/,tl_2019_15_tract.shp
-157.718943514398,21.364304677093,"4",MC Active,MC Trng Area Bellows,N/A,Hawaii,NO,HI,"15",tracts/tl_2019_15_tract.zip,tracts/tl_2019_15_tract/,tl_2019_15_tract.shp
-157.971384083972,21.3834940545171,"5",MC Active,MCB Hawaii Pearl City Annex,N/A,Hawaii,NO,HI,"15",tracts/tl_2019_15_tract.zip,tracts/tl_2019_15_tract/,tl_2019_15_tract.shp
-157.905544793075,21.3863817851532,"6",MC Active,MCB Camp Smith,N/A,Hawaii,NO,HI,"15",tracts/tl_2019_15_tract.zip,tracts/tl_2019_15_tract/,tl_2019_15_tract.shp
-157.980813168054,21.4001580415205,"7",MC Active,MCB Hawaii Manana Capehart,N/A,Hawaii,NO,HI,"15",tracts/tl_2019_15_tract.zip,tracts/tl_2019_15_tract/,tl_2019_15_tract.shp
-80.7953542477056,32.4649215970314,"8",MC Active,MCAS Beaufort LB Housing,N/A,South Carolina,NO,SC,"45",tracts/tl_2019_45_tract.zip,tracts/tl_2019_45_tract/,tl_2019_45_tract.shp
-114.656062879425,32.700712428537,"9",MC Active,MCAS Yuma Hsg-Off Base FY81,N/A,Arizona,NO,AZ,"04",tracts/tl_2019_04_tract.zip,tracts/tl_2019_04_tract/,tl_2019_04_tract.shp
-117.221100894205,32.7292788971992,"10",MC Active,MCRD San Diego Former NTC,N/A,California,NO,CA,"06",tracts/tl_2019_06_tract.zip,tracts/tl_2019_06_tract/,tl_2019_06_tract.shp
-77.0311099999906,34.6911100007566,"11",MC Active,ALF Bogue,N/A,North Carolina,NO,NC,"37",tracts/tl_2019_37_tract.zip,tracts/tl_2019_37_tract/,tl_2019_37_tract.shp
-77.4424999996596,34.709720000661,"12",MC Active,MCB Camp Lejeune West Site,N/A,North Carolina,NO,NC,"37",tracts/tl_2019_37_tract.zip,tracts/tl_2019_37_tract/,tl_2019_37_tract.shp
-77.253330000295,35.0283300006684,"13",MC Active,MCB Camp Lejeune Oak Grove,N/A,North Carolina,NO,NC,"37",tracts/tl_2019_37_tract.zip,tracts/tl_2019_37_tract/,tl_2019_37_tract.shp
-76.4621030836728,35.0129200518475,"14",MC Active,Point Of Marsh Target,N/A,North Carolina,NO,NC,"37",tracts/tl_2019_37_tract.zip,tracts/tl_2019_37_tract/,tl_2019_37_tract.shp
-119.518459071039,38.5879301408092,"15",MC Active,MWTC Bridgeport,N/A,California,NO,CA,"06",tracts/tl_2019_06_tract.zip,tracts/tl_2019_06_tract/,tl_2019_06_tract.shp
-114.083800750446,32.4985286944358,"16",MC Active,Barry Goldwater Range,N/A,Arizona,NO,AZ,"04",tracts/tl_2019_04_tract.zip,tracts/tl_2019_04_tract/,tl_2019_04_tract.shp
-115.310680006561,33.3122957921766,"17",MC Active,Choc Mt Air Gnry Rng,N/A,California,NO,CA,"06",tracts/tl_2019_06_tract.zip,tracts/tl_2019_06_tract/,tl_2019_06_tract.shp
-81.5258814556364,30.4017806902576,"18",MC Active,MCSF Blount Island,N/A,Florida,NO,FL,"12",tracts/tl_2019_12_tract.zip,tracts/tl_2019_12_tract/,tl_2019_12_tract.shp
-116.138304773401,34.4596331198695,"19",MC Active,Twentynine Palms Main Base,N/A,California,NO,CA,"06",tracts/tl_2019_06_tract.zip,tracts/tl_2019_06_tract/,tl_2019_06_tract.shp
-80.7224936606275,32.4736353395859,"20",MC Active,MCAS Beaufort,N/A,South Carolina,NO,SC,"45",tracts/tl_2019_45_tract.zip,tracts/tl_2019_45_tract/,tl_2019_45_tract.shp
-76.8804808146451,34.9038784714669,"21",MC Active,MCAS Cherry Point,N/A,North Carolina,NO,NC,"37",tracts/tl_2019_37_tract.zip,tracts/tl_2019_37_tract/,tl_2019_37_tract.shp
-117.088083485949,32.8768275694469,"22",MC Active,MCAS Miramar,N/A,California,NO,CA,"06",tracts/tl_2019_06_tract.zip,tracts/tl_2019_06_tract/,tl_2019_06_tract.shp
-114.602242787987,32.64442922615,"23",MC Active,MCAS Yuma,N/A,Arizona,NO,AZ,"04",tracts/tl_2019_04_tract.zip,tracts/tl_2019_04_tract/,tl_2019_04_tract.shp
-77.3433561935275,34.6626554319792,"24",MC Active,MCB Camp Lejeune,N/A,North Carolina,NO,NC,"37",tracts/tl_2019_37_tract.zip,tracts/tl_2019_37_tract/,tl_2019_37_tract.shp
-117.423976756083,33.3619108428258,"25",MC Active,MCB Camp Pendleton,N/A,California,NO,CA,"06",tracts/tl_2019_06_tract.zip,tracts/tl_2019_06_tract/,tl_2019_06_tract.shp
-157.751115905242,21.4454437013513,"26",MC Active,MCB Hawaii Kaneohe,N/A,Hawaii,NO,HI,"15",tracts/tl_2019_15_tract.zip,tracts/tl_2019_15_tract/,tl_2019_15_tract.shp
-77.4485555911467,38.5264314362433,"27",MC Active,MCB Quantico,N/A,Virginia,NO,VA,"51",tracts/tl_2019_51_tract.zip,tracts/tl_2019_51_tract/,tl_2019_51_tract.shp
-84.0546758245481,31.5511408091669,"28",MC Active,MCLB Albany,N/A,Georgia,NO,GA,"13",tracts/tl_2019_13_tract.zip,tracts/tl_2019_13_tract/,tl_2019_13_tract.shp
-117.197685622944,32.7401688592269,"29",MC Active,MCRD San Diego,N/A,California,NO,CA,"06",tracts/tl_2019_06_tract.zip,tracts/tl_2019_06_tract/,tl_2019_06_tract.shp
-77.073324217384,38.8689761106537,"30",Army Active,HQBN Henderson Hall Arlington,Joint Base Myer - Henderson Hall,Virginia,NO,VA,"51",tracts/tl_2019_51_tract.zip,tracts/tl_2019_51_tract/,tl_2019_51_tract.shp
-116.954065048496,34.8589154374083,"31",MC Active,MCLB Barstow,N/A,California,NO,CA,"06",tracts/tl_2019_06_tract.zip,tracts/tl_2019_06_tract/,tl_2019_06_tract.shp
-80.6956708758039,32.3373635868619,"32",MC Active,MCRD Beaufort Parris Island,N/A,South Carolina,NO,SC,"45",tracts/tl_2019_45_tract.zip,tracts/tl_2019_45_tract/,tl_2019_45_tract.shp
-84.1201065483797,31.6010184493461,"33",MC Active,MCLB Albany Housing Area #1,N/A,Georgia,NO,GA,"13",tracts/tl_2019_13_tract.zip,tracts/tl_2019_13_tract/,tl_2019_13_tract.shp
144.895602694057,13.5979099800269,"34",Navy Active,Andersen AFB,Joint Region Marianas,Guam,NO,GU,"66",tracts/tl_2019_66_tract.zip,tracts/tl_2019_66_tract/,tl_2019_66_tract.shp
144.828217096925,13.4788143964813,"35",Navy Active,NAVBASE Guam Barrigada,Joint Region Marianas,Guam,NO,GU,"66",tracts/tl_2019_66_tract.zip,tracts/tl_2019_66_tract/,tl_2019_66_tract.shp
144.736825874112,13.3108239074986,"36",Navy Active,Dandan,Joint Region Marianas,Guam,NO,GU,"66",tracts/tl_2019_66_tract.zip,tracts/tl_2019_66_tract/,tl_2019_66_tract.shp
144.865312034771,13.4889937379933,"37",Navy Active,NAVBASE Guam Marbo,Joint Region Marianas,Guam,NO,GU,"66",tracts/tl_2019_66_tract.zip,tracts/tl_2019_66_tract/,tl_2019_66_tract.shp
144.68621774029,13.3902776987995,"38",Navy Active,"NAVBASE Guam Magazine Reservoir, Naval Magazine",Joint Region Marianas,Guam,NO,GU,"66",tracts/tl_2019_66_tract.zip,tracts/tl_2019_66_tract/,tl_2019_66_tract.shp
144.693211838464,13.3547625421291,"39",Navy Active,NAVBASE Guam Naval Magazine,Joint Region Marianas,Guam,NO,GU,"66",tracts/tl_2019_66_tract.zip,tracts/tl_2019_66_tract/,tl_2019_66_tract.shp
144.73994981928,13.4736733026487,"40",Navy Active,Naval Hospital,Joint Region Marianas,Guam,NO,GU,"66",tracts/tl_2019_66_tract.zip,tracts/tl_2019_66_tract/,tl_2019_66_tract.shp
144.723154901262,13.4662439559671,"41",Navy Active,Nimitz Hill,Joint Region Marianas,Guam,NO,GU,"66",tracts/tl_2019_66_tract.zip,tracts/tl_2019_66_tract/,tl_2019_66_tract.shp
144.69464100785,13.4525877792774,"42",Navy Active,Sasa Valley,Joint Region Marianas,Guam,NO,GU,"66",tracts/tl_2019_66_tract.zip,tracts/tl_2019_66_tract/,tl_2019_66_tract.shp
144.808371367864,13.5416306187488,"43",Navy Active,Tanguisson Point,Joint Region Marianas,Guam,NO,GU,"66",tracts/tl_2019_66_tract.zip,tracts/tl_2019_66_tract/,tl_2019_66_tract.shp
144.68722927381,13.4332040208851,"44",Navy Active,Tenjo Vista,Joint Region Marianas,Guam,NO,GU,"66",tracts/tl_2019_66_tract.zip,tracts/tl_2019_66_tract/,tl_2019_66_tract.shp
144.831261670422,13.5499064098478,"45",Navy Active,"NAVBASE Guam Finegayan, South",Joint Region Marianas,Guam,NO,GU,"66",tracts/tl_2019_66_tract.zip,tracts/tl_2019_66_tract/,tl_2019_66_tract.shp
144.815400351271,13.5220737197584,"46",Navy Active,NAVBASE Guam Harmon,Joint Region Marianas,Guam,NO,GU,"66",tracts/tl_2019_66_tract.zip,tracts/tl_2019_66_tract/,tl_2019_66_tract.shp
144.677706518627,13.4018050380136,"47",Navy Active,NAVBASE Guam Apra Heights,Joint Region Marianas,Guam,NO,GU,"66",tracts/tl_2019_66_tract.zip,tracts/tl_2019_66_tract/,tl_2019_66_tract.shp
144.764847238243,13.4728752260358,"48",Navy Active,Agana,Joint Region Marianas,Guam,NO,GU,"66",tracts/tl_2019_66_tract.zip,tracts/tl_2019_66_tract/,tl_2019_66_tract.shp
-77.0802721358524,38.8674633811057,"49",Navy Active,Arlington Service Center,N/A,Virginia,NO,VA,"51",tracts/tl_2019_51_tract.zip,tracts/tl_2019_51_tract/,tl_2019_51_tract.shp
-76.3228879996526,36.9215300012538,"50",Navy Active,NSA Norfolk Fire Fighters School,N/A,Virginia,NO,VA,"51",tracts/tl_2019_51_tract.zip,tracts/tl_2019_51_tract/,tl_2019_51_tract.shp
-76.1245529996526,36.8011510012527,"51",Navy Active,NAS Oceana Midway Manor,N/A,Virginia,NO,VA,"51",tracts/tl_2019_51_tract.zip,tracts/tl_2019_51_tract/,tl_2019_51_tract.shp
-76.3224659996526,36.8097860012528,"52",Navy Active,NSA Norfolk New Gosport/NNSY,N/A,Virginia,NO,VA,"51",tracts/tl_2019_51_tract.zip,tracts/tl_2019_51_tract/,tl_2019_51_tract.shp
-76.3166479996526,36.9198460012537,"53",Navy Active,NSA Norfolk SDA Area,N/A,Virginia,NO,VA,"51",tracts/tl_2019_51_tract.zip,tracts/tl_2019_51_tract/,tl_2019_51_tract.shp
-76.3021989996527,36.9020870012536,"54",Navy Active,NSA Norfolk Lafayette Rvr Complex,N/A,Virginia,NO,VA,"51",tracts/tl_2019_51_tract.zip,tracts/tl_2019_51_tract/,tl_2019_51_tract.shp
-76.3332559996526,36.7980920012527,"55",Navy Active,NSA Norfolk Stanley Court/NNSY,N/A,Virginia,NO,VA,"51",tracts/tl_2019_51_tract.zip,tracts/tl_2019_51_tract/,tl_2019_51_tract.shp
-72.0751879996526,41.3965450012834,"56",Navy Active,NAVSUBASE New London Trident Park,N/A,Connecticut,NO,CT,"09",tracts/tl_2019_09_tract.zip,tracts/tl_2019_09_tract/,tl_2019_09_tract.shp
-76.2677076495998,36.5583403946621,"57",Navy Active,NSA Norfolk Northwest Chesapke Va,N/A,Virginia,NO,VA,"51",tracts/tl_2019_51_tract.zip,tracts/tl_2019_51_tract/,tl_2019_51_tract.shp
-76.3333299998695,36.8666700005607,"58",Navy Active,Elizabeth River Channel,N/A,Virginia,NO,VA,"51",tracts/tl_2019_51_tract.zip,tracts/tl_2019_51_tract/,tl_2019_51_tract.shp
-75.1814025410303,39.8932771883895,"59",Navy Active,NSA Mechanicsburg Det Philadelphia Annex PNBC,N/A,Pennsylvania,NO,PA,"42",tracts/tl_2019_42_tract.zip,tracts/tl_2019_42_tract/,tl_2019_42_tract.shp
-74.3285958054513,40.016159489728,"60",AF Active,Pinehurst Estates,Joint Base McGuire - Dix - Lakehurst,New Jersey,NO,NJ,"34",tracts/tl_2019_34_tract.zip,tracts/tl_2019_34_tract/,tl_2019_34_tract.shp
-75.0958300002455,40.0394400012911,"61",Navy Active,NSA Mechanicsburg Det Philadelphia PA,N/A,Pennsylvania,NO,PA,"42",tracts/tl_2019_42_tract.zip,tracts/tl_2019_42_tract/,tl_2019_42_tract.shp
-74.0705118320464,40.4206377474615,"62",Navy Active,Waterfront Earle,N/A,New Jersey,NO,NJ,"34",tracts/tl_2019_34_tract.zip,tracts/tl_2019_34_tract/,tl_2019_34_tract.shp
-80.0000000004416,40.4386100006378,"63",Navy Reserve,NOSC Pittsburgh,N/A,Pennsylvania,NO,PA,"42",tracts/tl_2019_42_tract.zip,tracts/tl_2019_42_tract/,tl_2019_42_tract.shp
-76.2953292817436,36.8037883380348,"64",Navy Active,NSA Norfolk South Gate,N/A,Virginia,NO,VA,"51",tracts/tl_2019_51_tract.zip,tracts/tl_2019_51_tract/,tl_2019_51_tract.shp
-76.2892046119961,36.8254463261684,"65",Navy Active,NSA Norfolk St Helena Norfolk,N/A,Virginia,NO,VA,"51",tracts/tl_2019_51_tract.zip,tracts/tl_2019_51_tract/,tl_2019_51_tract.shp
-76.3451285529403,36.8893157161676,"66",Navy Active,Craney Island,N/A,Virginia,NO,VA,"51",tracts/tl_2019_51_tract.zip,tracts/tl_2019_51_tract/,tl_2019_51_tract.shp
-76.4864622603849,37.2158049635246,"67",Navy Active,Yorktown Fuel Depot,N/A,Virginia,NO,VA,"51",tracts/tl_2019_51_tract.zip,tracts/tl_2019_51_tract/,tl_2019_51_tract.shp
-77.4358299997637,37.5375000012478,"68",Navy Reserve,NOSC Richmond VA,N/A,Virginia,NO,VA,"51",tracts/tl_2019_51_tract.zip,tracts/tl_2019_51_tract/,tl_2019_51_tract.shp
-73.600171271998,40.7313899909517,"69",Navy Active,NAVSUBASE New London Mitchel Field,N/A,New York,NO,NY,"36",tracts/tl_2019_36_tract.zip,tracts/tl_2019_36_tract/,tl_2019_36_tract.shp
-73.575707731035,40.7111988491093,"70",Navy Active,NAVSUBASE New London Mitchel Manor 1,N/A,New York,NO,NY,"36",tracts/tl_2019_36_tract.zip,tracts/tl_2019_36_tract/,tl_2019_36_tract.shp
-73.5753497954331,40.7075467255014,"71",Navy Active,NAVSUBASE New London Mitchel Manor 2,N/A,New York,NO,NY,"36",tracts/tl_2019_36_tract.zip,tracts/tl_2019_36_tract/,tl_2019_36_tract.shp
-72.0099999997964,41.2550000012996,"72",Navy Active,NUWC Fishers Island,N/A,New York,NO,NY,"36",tracts/tl_2019_36_tract.zip,tracts/tl_2019_36_tract/,tl_2019_36_tract.shp
-72.0772200002443,41.3700000009035,"73",Navy Active,NAVSUBASE New London Conning Towers,N/A,Connecticut,NO,CT,"09",tracts/tl_2019_09_tract.zip,tracts/tl_2019_09_tract/,tl_2019_09_tract.shp
-72.0815763245944,41.3765906745452,"74",Navy Active,NAVSUBASE New London Dolphin Gardens,N/A,Connecticut,NO,CT,"09",tracts/tl_2019_09_tract.zip,tracts/tl_2019_09_tract/,tl_2019_09_tract.shp
-72.0815763245944,41.3756126653791,"75",Navy Active,NAVSUBASE New London Polaris Park,N/A,Connecticut,NO,CT,"09",tracts/tl_2019_09_tract.zip,tracts/tl_2019_09_tract/,tl_2019_09_tract.shp
-72.0591700000739,41.3763900013823,"76",Navy Active,NAVSUBASE New London Nautilus Park 2nd Inc,N/A,Connecticut,NO,CT,"09",tracts/tl_2019_09_tract.zip,tracts/tl_2019_09_tract/,tl_2019_09_tract.shp
-72.0658300004083,41.3769400006551,"77",Navy Active,NAVSUBASE New London Nautilus Park 1st Inc,N/A,Connecticut,NO,CT,"09",tracts/tl_2019_09_tract.zip,tracts/tl_2019_09_tract/,tl_2019_09_tract.shp
-72.0739676574239,41.3829723439202,"78",Navy Active,NAVSUBASE New London Nautilus Park 3rd Inc,N/A,Connecticut,NO,CT,"09",tracts/tl_2019_09_tract.zip,tracts/tl_2019_09_tract/,tl_2019_09_tract.shp
-73.8217114312482,43.080075121322,"79",Navy Active,Naval Support Unit Saratoga Springs,N/A,New York,NO,NY,"36",tracts/tl_2019_36_tract.zip,tracts/tl_2019_36_tract/,tl_2019_36_tract.shp
-71.3399752601654,41.4754198795523,"80",Navy Active,Fort Adams RI,N/A,Rhode Island,NO,RI,"44",tracts/tl_2019_44_tract.zip,tracts/tl_2019_44_tract/,tl_2019_44_tract.shp
-71.278937519095,41.5844594704631,"81",Navy Active,NS Newport Melville,N/A,Rhode Island,NO,RI,"44",tracts/tl_2019_44_tract.zip,tracts/tl_2019_44_tract/,tl_2019_44_tract.shp
-71.3458300003491,41.5388900007251,"82",Navy Active,Gould Island RI,N/A,Rhode Island,NO,RI,"44",tracts/tl_2019_44_tract.zip,tracts/tl_2019_44_tract/,tl_2019_44_tract.shp
-73.2538899998994,42.4480600010514,"83",Navy Active,NAVPRO Pittsfield,N/A,Massachusetts,NO,MA,"25",tracts/tl_2019_25_tract.zip,tracts/tl_2019_25_tract/,tl_2019_25_tract.shp
-77.6666699999202,43.1166700010232,"84",Navy Reserve,NOSC Rochester NY,N/A,New York,NO,NY,"36",tracts/tl_2019_36_tract.zip,tracts/tl_2019_36_tract/,tl_2019_36_tract.shp
-69.9855599999819,43.9019400006762,"85",Navy Active,NAS Brunswick McKeen Street,N/A,Maine,NO,ME,"23",tracts/tl_2019_23_tract.zip,tracts/tl_2019_23_tract/,tl_2019_23_tract.shp
-69.9650000001215,43.9458300012799,"86",Navy Active,NAS Brunswick Topsham,N/A,Maine,NO,ME,"23",tracts/tl_2019_23_tract.zip,tracts/tl_2019_23_tract/,tl_2019_23_tract.shp
-70.4333300003083,45.0166700013564,"87",Navy Active,NAS Portsmouth Redington Township,N/A,Maine,NO,ME,"23",tracts/tl_2019_23_tract.zip,tracts/tl_2019_23_tract/,tl_2019_23_tract.shp
-75.9600127901089,36.7806400590192,"88",Navy Active,NAS Oceana Dam Neck,N/A,Virginia,NO,VA,"51",tracts/tl_2019_51_tract.zip,tracts/tl_2019_51_tract/,tl_2019_51_tract.shp
-69.9318751029386,43.8890748546356,"89",Navy Active,NAS Brunswick,N/A,Maine,YES,ME,"23",tracts/tl_2019_23_tract.zip,tracts/tl_2019_23_tract/,tl_2019_23_tract.shp
-74.3516607456013,40.0358355906239,"90",AF Active,NAWCADLKE Lakehurst,Joint Base McGuire - Dix - Lakehurst,New Jersey,NO,NJ,"34",tracts/tl_2019_34_tract.zip,tracts/tl_2019_34_tract/,tl_2019_34_tract.shp
-75.1468608968012,40.2007242887113,"91",Navy Active,NAS JRB Willow Grove,N/A,Pennsylvania,YES,PA,"42",tracts/tl_2019_42_tract.zip,tracts/tl_2019_42_tract/,tl_2019_42_tract.shp
-76.0274256484774,36.8182912758957,"92",Navy Active,NAS Oceana,N/A,Virginia,NO,VA,"51",tracts/tl_2019_51_tract.zip,tracts/tl_2019_51_tract/,tl_2019_51_tract.shp
-76.2990563019426,36.9435070107484,"93",Navy Active,NS Norfolk,N/A,Virginia,NO,VA,"51",tracts/tl_2019_51_tract.zip,tracts/tl_2019_51_tract/,tl_2019_51_tract.shp
-76.9862704431388,40.228382498312,"94",Navy Active,NSA Mechanicsburg,N/A,Pennsylvania,NO,PA,"42",tracts/tl_2019_42_tract.zip,tracts/tl_2019_42_tract/,tl_2019_42_tract.shp
-76.2993183173093,36.8147198785056,"95",Navy Active,NSA Norfolk NSY,N/A,Virginia,NO,VA,"51",tracts/tl_2019_51_tract.zip,tracts/tl_2019_51_tract/,tl_2019_51_tract.shp
-76.3079864967497,36.8461211596154,"96",Navy Active,Naval Medical Center Portsmouth,N/A,Virginia,NO,VA,"51",tracts/tl_2019_51_tract.zip,tracts/tl_2019_51_tract/,tl_2019_51_tract.shp
-76.1330549861628,36.6942449505463,"97",Navy Active,ALF Fentress Chesapeake,N/A,Virginia,NO,VA,"51",tracts/tl_2019_51_tract.zip,tracts/tl_2019_51_tract/,tl_2019_51_tract.shp
-76.3108847546202,36.7860620064251,"98",Navy Active,NSA Norfolk St Juliens Creek Annex,N/A,Virginia,NO,VA,"51",tracts/tl_2019_51_tract.zip,tracts/tl_2019_51_tract/,tl_2019_51_tract.shp
-76.3032160126858,36.9232898612923,"99",Navy Active,NSA Norfolk,N/A,Virginia,NO,VA,"51",tracts/tl_2019_51_tract.zip,tracts/tl_2019_51_tract/,tl_2019_51_tract.shp
-76.6072020449294,37.2856127686172,"100",Navy Active,Cheatham Annex,N/A,Virginia,NO,VA,"51",tracts/tl_2019_51_tract.zip,tracts/tl_2019_51_tract/,tl_2019_51_tract.shp
-76.5855813537403,37.2448728278825,"101",Navy Active,NWS Yorktown,N/A,Virginia,NO,VA,"51",tracts/tl_2019_51_tract.zip,tracts/tl_2019_51_tract/,tl_2019_51_tract.shp
-77.0325357836604,38.3398631821645,"102",Navy Active,NSA South Potomac,N/A,Virginia,NO,VA,"51",tracts/tl_2019_51_tract.zip,tracts/tl_2019_51_tract/,tl_2019_51_tract.shp
-67.2850900118964,44.649270742822,"103",Navy Active,NAS Portsmouth NCTS Cutler VLF Area,N/A,Maine,NO,ME,"23",tracts/tl_2019_23_tract.zip,tracts/tl_2019_23_tract/,tl_2019_23_tract.shp
-70.7342905287433,43.0806357763251,"104",Navy Active,NSY Portsmouth,N/A,Maine,NO,ME,"23",tracts/tl_2019_23_tract.zip,tracts/tl_2019_23_tract/,tl_2019_23_tract.shp
-71.3193402088015,41.5173829085162,"105",Navy Active,NS Newport,N/A,Rhode Island,NO,RI,"44",tracts/tl_2019_44_tract.zip,tracts/tl_2019_44_tract/,tl_2019_44_tract.shp
-74.1571179307606,40.267612170826,"106",Navy Active,NWS Earle NJ,N/A,New Jersey,NO,NJ,"34",tracts/tl_2019_34_tract.zip,tracts/tl_2019_34_tract/,tl_2019_34_tract.shp
-72.0862726513296,41.3982797445344,"107",Navy Active,NAVSUBASE New London,N/A,Connecticut,NO,CT,"09",tracts/tl_2019_09_tract.zip,tracts/tl_2019_09_tract/,tl_2019_09_tract.shp
-76.3273095166732,36.0984015965569,"108",Navy Active,Harvey Point NC,N/A,North Carolina,NO,NC,"37",tracts/tl_2019_37_tract.zip,tracts/tl_2019_37_tract/,tl_2019_37_tract.shp
-87.8352379996526,42.0926240012859,"109",Navy Active,Glenview,N/A,Illinois,NO,IL,"17",tracts/tl_2019_17_tract.zip,tracts/tl_2019_17_tract/,tl_2019_17_tract.shp
-87.8047149996526,42.2111720012863,"110",Navy Active,Fort Sheridan,N/A,Illinois,NO,IL,"17",tracts/tl_2019_17_tract.zip,tracts/tl_2019_17_tract/,tl_2019_17_tract.shp
-90.1412700216767,35.0882739792112,"111",Navy Active,NSWC Carderock Div,N/A,Tennessee,NO,TN,"47",tracts/tl_2019_47_tract.zip,tracts/tl_2019_47_tract/,tl_2019_47_tract.shp
-85.2651135579443,42.3229176576637,"112",Navy Reserve,NOSC Battle Creek,N/A,Michigan,NO,MI,"26",tracts/tl_2019_26_tract.zip,tracts/tl_2019_26_tract/,tl_2019_26_tract.shp
-82.9459965900441,39.819924995444,"113",Navy Reserve,NOSC Columbus,N/A,Ohio,NO,OH,"39",tracts/tl_2019_39_tract.zip,tracts/tl_2019_39_tract/,tl_2019_39_tract.shp
-93.2210249996525,44.8961510012906,"114",Navy Reserve,NOSC Minneapolis,N/A,Minnesota,NO,MN,"27",tracts/tl_2019_27_tract.zip,tracts/tl_2019_27_tract/,tl_2019_27_tract.shp
-83.9497299890039,35.9310299092246,"115",Navy Reserve,NOSC Knoxville,N/A,Tennessee,NO,TN,"47",tracts/tl_2019_47_tract.zip,tracts/tl_2019_47_tract/,tl_2019_47_tract.shp
-95.9313900002889,36.1350000012413,"116",Navy Reserve,NOSC Tulsa OK,N/A,Oklahoma,NO,OK,"40",tracts/tl_2019_40_tract.zip,tracts/tl_2019_40_tract/,tl_2019_40_tract.shp
-94.5484386903931,39.0415568079243,"117",Navy Reserve,NOSC Kansas City,N/A,Missouri,NO,MO,"29",tracts/tl_2019_29_tract.zip,tracts/tl_2019_29_tract/,tl_2019_29_tract.shp
-83.5559997761302,41.569338642726,"118",Navy Reserve,NOSC Toledo Oh,N/A,Ohio,NO,OH,"39",tracts/tl_2019_39_tract.zip,tracts/tl_2019_39_tract/,tl_2019_39_tract.shp
-87.853863600736,42.3000000009459,"119",Navy Active,GL Camp JPJ,N/A,Illinois,NO,IL,"17",tracts/tl_2019_17_tract.zip,tracts/tl_2019_17_tract/,tl_2019_17_tract.shp
-87.8675526680321,42.3004488228244,"120",Navy Active,GL Forrestal Village,N/A,Illinois,NO,IL,"17",tracts/tl_2019_17_tract.zip,tracts/tl_2019_17_tract/,tl_2019_17_tract.shp
-93.3333300004195,44.8666700008569,"121",Navy Reserve,NOSC Saint Paul MN,N/A,Minnesota,NO,MN,"27",tracts/tl_2019_27_tract.zip,tracts/tl_2019_27_tract/,tl_2019_27_tract.shp
-89.8726340147096,35.3339552527883,"122",Navy Active,NSA Midsouth Memphis,N/A,Tennessee,NO,TN,"47",tracts/tl_2019_47_tract.zip,tracts/tl_2019_47_tract/,tl_2019_47_tract.shp
-87.8413073824937,42.3124455109768,"123",Navy Active,NS Great Lakes,N/A,Illinois,NO,IL,"17",tracts/tl_2019_17_tract.zip,tracts/tl_2019_17_tract/,tl_2019_17_tract.shp
-86.8125663945236,38.8411759737944,"124",Navy Active,NSA Crane,N/A,Indiana,NO,IN,"18",tracts/tl_2019_18_tract.zip,tracts/tl_2019_18_tract/,tl_2019_18_tract.shp
-77.206683943529,38.548150381665,"125",Navy Active,NSA South Potomac Stump Neck Area,N/A,Maryland,NO,MD,"24",tracts/tl_2019_24_tract.zip,tracts/tl_2019_24_tract/,tl_2019_24_tract.shp
-76.4819517064985,38.980570161383,"126",Navy Active,Naval Academy North Severn,N/A,Maryland,NO,MD,"24",tracts/tl_2019_24_tract.zip,tracts/tl_2019_24_tract/,tl_2019_24_tract.shp
-77.0192115350754,38.825735886991,"127",Navy Active,Bellevue,Joint Base Anacostia - Bolling,District of Columbia,NO,DC,"11",tracts/tl_2019_11_tract.zip,tracts/tl_2019_11_tract/,tl_2019_11_tract.shp
-76.9948371227483,38.8743739426964,"128",Navy Active,NSA Washington,N/A,District of Columbia,NO,DC,"11",tracts/tl_2019_11_tract.zip,tracts/tl_2019_11_tract/,tl_2019_11_tract.shp
-77.0101273262019,38.8566046321509,"129",Navy Active,NS Anacostia,Joint Base Anacostia - Bolling,District of Columbia,NO,DC,"11",tracts/tl_2019_11_tract.zip,tracts/tl_2019_11_tract/,tl_2019_11_tract.shp
-77.1922605091241,38.9748475975504,"130",Navy Active,NSWC Carderock,N/A,Maryland,NO,MD,"24",tracts/tl_2019_24_tract.zip,tracts/tl_2019_24_tract/,tl_2019_24_tract.shp
-77.1852594180373,38.5853227897211,"131",Navy Active,NSWC Indian Head,N/A,Maryland,NO,MD,"24",tracts/tl_2019_24_tract.zip,tracts/tl_2019_24_tract/,tl_2019_24_tract.shp
